English name,Score,Genres,Type,Producers,Studios,Rank,Popularity,Favorites,Scored By,Members,Weighted_Score,Premiered Season,Premiered Year
Noir,7.29,"Action, Drama, Mystery",TV,Victor Entertainment,Bee Train,2575.0,1820,840,38723.0,109910,57.740660448940595,spring,2001
Someday's Dreamers,6.71,Slice of Life,TV,"Rondo Robe, Pioneer LDC, Daiei, TV Asahi Music",J.C.Staff,5295.0,4040,33,7151.0,26391,40.675404092769476,winter,2003
Kiddy Grade,7.19,"Action, Sci-Fi, Ecchi",TV,gimik,Gonzo,3096.0,3063,253,18814.0,45190,50.6563407725128,fall,2002
Love♥Love?,5.85,"Comedy, Romance, Ecchi",TV,m.o.e.,"Imagin, Studio Live",9493.0,4409,13,9526.0,21642,42.116192277135646,spring,2004
Mahoromatic: Automatic Maiden,7.15,"Comedy, Romance, Sci-Fi, Ecchi",TV,"TBS, Pioneer LDC","Gainax, Shaft",3278.0,2599,196,26043.0,61752,53.733812205394365,fall,2001
Mahoromatic ~Something More Beautiful~,7.14,"Comedy, Drama, Romance, Sci-Fi, Ecchi",TV,Pioneer LDC,"Gainax, Shaft",3347.0,3682,44,16176.0,31978,49.13430093897273,fall,2002
Requiem from the Darkness,7.1,"Fantasy, Horror, Mystery, Supernatural",TV,"Tokyo Movie Shinsha, RCC Chugoku Broadcasting, Toho, Tohokushinsha Film Corporation",TMS Entertainment,3551.0,3454,122,9551.0,36671,44.006306751825115,fall,2003
Animal Lane,7.26,"Adventure, Comedy, Fantasy",TV,"TV Tokyo, Geneon Universal Entertainment, Dentsu, TV Tokyo Music, Dentsu Tec",Gallop,2707.0,9453,14,950.0,3036,21.996410613394715,fall,2005
Baki the Grappler,7.47,Sports,TV,Free-Will,Group TAC,1804.0,1585,781,67296.0,130653,63.297795029056466,winter,2001
Beyblade,6.76,"Action, Adventure, Comedy, Sports",TV,"TV Tokyo, Yomiko Advertising, d-rights",Madhouse,5044.0,1830,380,69778.0,109314,62.684798581499955,winter,2001
Comic Party,6.58,"Comedy, Drama",TV,KSS,OLM,5946.0,4633,34,7899.0,19420,41.4450264647261,spring,2001
Crest of the Stars,7.64,"Action, Romance, Sci-Fi",TV,"Bandai Visual, WOWOW",Sunrise,1288.0,2877,451,17976.0,50991,50.802165829691745,winter,1999
Hoop Days,6.78,"Drama, Sports",TV,OB Planning,A.C.G.T.,4925.0,4413,46,9996.0,21602,44.00073551217935,spring,2003
Misaki Chronicle: Divergence Eve,6.41,"Adventure, Drama, Sci-Fi",TV,"Imagica, KlockWorx",Radix,6816.0,6826,12,2626.0,7420,30.58792246798592,winter,2004
Dragon Drive,6.69,"Action, Adventure, Comedy, Fantasy, Sci-Fi",TV,"Bandai Visual, Nihon Ad Systems, TV Tokyo Music",Madhouse,5369.0,4311,50,9744.0,22897,43.62616243977208,summer,2002
Grenadier: The Beautiful Warrior,6.69,"Action, Adventure, Comedy, Ecchi",TV,"Shochiku, Kadokawa Shoten, Toshiba Entertainment","Group TAC, Studio Live",5376.0,2770,75,25139.0,54703,52.7532095923125,fall,2004
.hack//Legend of The Twilight,6.56,"Adventure, Comedy, Fantasy",TV,"Bandai Visual, Yomiko Advertising",Bee Train,6013.0,2489,129,34740.0,66590,55.679291492840164,winter,2003
Oh! My Goddess: The Adventures of Mini-Goddess,6.89,"Comedy, Supernatural",TV,Bandai Visual,OLM,4415.0,4389,28,9904.0,21920,44.066678661527945,spring,1998
Magical☆Shopping Arcade Abenobashi,7.23,"Award Winning, Comedy, Fantasy, Ecchi",TV,"Dentsu, Starchild Records, Imagica, Rakuonsha, King Records","Gainax, Madhouse",2855.0,2120,329,33902.0,86979,56.38065759137401,spring,2002
Adventures On Rainbow Pond,6.02,"Comedy, Fantasy",TV,Harmony Gold,Tatsunoko Production,8747.0,11661,3,551.0,1393,14.948470632263517,winter,1973
Akahori's Heretical Hour Love Game,6.13,Comedy,TV,"Lantis, Kadokawa Shoten, Studio Jack, NBCUniversal Entertainment Japan, Audio Tanaka, On The Run",Radix,8225.0,7459,7,1546.0,5926,25.056285787496062,summer,2005
Najica Blitz Tactics,5.97,"Action, Comedy, Sci-Fi, Ecchi",TV,"GDH, Media Factory, Nippon Columbia, Amber Film Works",Studio Fantasia,8982.0,5155,12,6417.0,14802,38.50719677918087,fall,2001
Paradise Kiss,7.85,"Drama, Romance",TV,"Aniplex, Dentsu, Fuji TV, Shodensha",Madhouse,829.0,1051,4138,93591.0,214073,66.9519613437366,fall,2005
Paranoia Agent,7.67,"Avant Garde, Drama, Mystery, Supernatural, Suspense",TV,"WOWOW, Asmik Ace, Tohokushinsha Film Corporation",Madhouse,1215.0,539,5297,154024.0,396950,71.52605031499323,winter,2004
Patlabor: The Mobile Police - The TV Series,7.67,"Comedy, Sci-Fi",TV,Tohokushinsha Film Corporation,Sunrise,1212.0,3461,414,9650.0,36549,44.84925770408871,fall,1989
Peach Girl: Super Pop Love Hurricane,6.94,"Drama, Romance",TV,"TV Tokyo, Marvelous, Studio Jack",Studio Comet,4215.0,1931,805,50446.0,100034,59.813712540852066,winter,2005
Pet Shop of Horrors,7.24,"Horror, Mystery, Supernatural",TV,"Trans Arts, TBS",Madhouse,2816.0,2523,415,30483.0,65244,55.37024262193658,winter,1999
Piano: The Melody of a Young Girl's Heart,5.98,"Drama, Romance, Slice of Life",TV,"animate Film, Kids Station, Pioneer LDC",OLM,8927.0,6375,13,3130.0,8755,31.609935072261024,fall,2002
Planetes,8.26,"Award Winning, Drama, Romance, Sci-Fi",TV,"Bandai Visual, NHK",Sunrise,279.0,919,3836,74403.0,243507,65.23272627662794,fall,2003
Midori Days,7.23,"Comedy, Drama, Romance, Ecchi",TV,"Bandai Visual, Lantis",Pierrot,2896.0,1341,633,87204.0,163144,65.4789528121807,spring,2004
Magical Circle Guru Guru,7.6,"Adventure, Comedy, Fantasy",TV,"Dentsu, Asahi Broadcasting",Nippon Animation,1380.0,5901,72,3420.0,10598,34.77170257619403,fall,1994
Magical Circle Guru Guru 2,7.1,"Adventure, Comedy, Fantasy",TV,"TV Tokyo, Sotsu",Nippon Animation,3538.0,8647,5,1448.0,4012,25.840218273732546,spring,2000
Marmalade Boy,7.44,"Comedy, Drama, Romance",TV,Asahi Broadcasting,Toei Animation,1918.0,2796,586,21244.0,53758,52.155288509868505,spring,1994
Mythical Detective Loki Ragnarok,7.25,"Comedy, Mystery, Supernatural",TV,"TV Tokyo, Rakuonsha",Studio Deen,2789.0,3384,178,16216.0,37978,49.305315582974906,spring,2003
Psychic Academy,6.19,"Comedy, Romance, Supernatural",TV,"Starchild Records, GANSIS",E&G Films,7919.0,5745,10,4645.0,11321,35.74370997899673,spring,2002
The Rose of Versailles,8.33,"Drama, Romance",TV,Nippon Television Network,Tokyo Movie Shinsha,220.0,2036,2840,28245.0,92385,55.98646771078846,fall,1979
Serial Experiments Lain,8.08,"Avant Garde, Award Winning, Drama, Mystery, Sci-Fi, Supernatural",TV,"TV Tokyo, Geneon Universal Entertainment, Genco, Pioneer LDC, TV Tokyo Music, Fujipacific Music",Triangle Staff,484.0,249,25736,279442.0,719885,77.76407581379388,summer,1998
Time of Shura,7.55,Action,TV,"TV Tokyo, Sotsu, Marvelous, Media Factory",Studio Comet,1560.0,4234,132,9762.0,23885,44.80852597601281,spring,2004
Spiral: Bond of Reasoning,7.22,"Drama, Mystery",TV,"TV Tokyo, Aniplex, Sotsu, SME Visual Works",J.C.Staff,2958.0,2862,289,22637.0,51663,52.4778510145268,fall,2002
Twin Spica,7.37,"Drama, Sci-Fi, Supernatural",TV,NHK,Group TAC,2188.0,5970,65,3791.0,10305,35.467537980418456,fall,2003
Emma: A Victorian Romance,7.62,"Drama, Romance",TV,"Pony Canyon, TBS, Toshiba Entertainment, Fuji Creative",Pierrot,1324.0,2748,319,18002.0,55765,50.79084178699133,spring,2005
Wild Arms,6.67,"Action, Adventure, Fantasy, Sci-Fi",TV,"Aniplex, WOWOW",Bee Train,5476.0,6641,16,3045.0,7999,32.396360515041266,fall,1999
Bottle Fairy,6.43,"Comedy, Fantasy",TV,"Hal Film Maker, Genco, Starchild Records",Xebec,6733.0,4709,50,8026.0,18743,41.37655654413928,fall,2003
Magical DoReMi,7.29,"Comedy, Fantasy",TV,Asahi Broadcasting,Toei Animation,2577.0,2839,639,22963.0,52448,52.708463179052735,winter,1999
Ultimate Girls,5.65,"Comedy, Sci-Fi, Ecchi",TV,m.o.e.,Studio Matrix,10272.0,6189,3,3491.0,9451,32.11443335042121,winter,2005
Shakugan no Shana: Season I,7.45,"Action, Drama, Fantasy, Romance",TV,"Geneon Universal Entertainment, ASCII Media Works, Toshiba Entertainment, Cosmic Ray, Showgate",J.C.Staff,1869.0,388,4981,253973.0,525080,76.06200250461991,fall,2005
Fate/stay night,7.28,"Action, Fantasy, Romance, Supernatural",TV,"Geneon Universal Entertainment, Frontier Works, TBS, KlockWorx, Notes",Studio Deen,2612.0,162,7160,501403.0,914432,82.38995037278303,winter,2006
Legend of Himiko,6.17,"Adventure, Drama, Fantasy, Supernatural",TV,"Rakuonsha, Studio Jack, Amuse, Hakuhodo, Mitsubishi, Panasonic Digital Contents",Group TAC,8029.0,7431,3,1922.0,5994,27.215151951030357,winter,1999
Boogiepop Phantom,7.16,"Avant Garde, Drama, Horror, Mystery, Supernatural",TV,"VAP, Triangle Staff, d-rights",Madhouse,3225.0,1608,1030,32835.0,128799,55.9790052923365,winter,2000
Burn Up Excess,6.57,"Action, Adventure, Comedy, Mystery, Sci-Fi, Ecchi",TV,AIC,Magic Bus,5962.0,5784,19,4465.0,11116,35.93685091287364,winter,1998
All Purpose Cultural Cat Girl Nuku Nuku TV,6.62,"Action, Adventure, Comedy, Sci-Fi",TV,"TV Tokyo, Yomiko Advertising",Ashi Productions,5720.0,6661,12,2893.0,7938,31.83079840891201,winter,1998
Excel Saga,7.49,"Comedy, Sci-Fi",TV,Victor Entertainment,J.C.Staff,1745.0,1859,949,48003.0,106435,60.0701340568421,fall,1999
Gantz,6.99,"Action, Drama, Horror, Sci-Fi",TV,Fuji TV,Gonzo,4033.0,626,2360,175072.0,347630,71.8655393766968,spring,2004
Gilgamesh,6.63,"Drama, Fantasy, Sci-Fi",TV,Kansai Telecasting,"Group TAC, Japan Vistec",5679.0,3288,180,11189.0,39999,44.87103524342229,fall,2003
Haibane Renmei,7.97,"Drama, Fantasy, Mystery",TV,"Kadokawa Shoten, Fuji TV, Studio Tulip",Radix,617.0,825,7306,97535.0,272068,67.49556253397668,fall,2002
Suzuka,7.18,"Drama, Romance, Sports",TV,"Marvelous, Starchild Records, Studio Jack",Studio Comet,3141.0,1777,640,53470.0,113681,60.701751760015924,summer,2005
Yu Yu Hakusho: Ghost Files,8.46,"Action, Fantasy",TV,"Yomiko Advertising, Fuji TV",Pierrot,142.0,287,21733,315654.0,654301,79.38010006275576,fall,1992
Ai Yori Aoshi: Enishi,7.12,"Comedy, Drama, Romance",TV,"Geneon Universal Entertainment, Rondo Robe, Movic, Cosmic Ray",J.C.Staff,3452.0,2692,82,32121.0,58056,55.71333755272382,fall,2003
Gantz: Second Stage,7.03,"Action, Drama, Horror, Sci-Fi",TV,Fuji TV,Gonzo,3884.0,1373,444,95954.0,158254,66.1296249406157,summer,2004
Banner of the Stars,7.67,"Action, Romance, Sci-Fi",TV,"Bandai Visual, WOWOW",Sunrise,1219.0,3622,274,14218.0,32911,48.58138168290964,spring,2000
Banner of the Stars II,7.8,"Action, Romance, Sci-Fi",TV,"Bandai Visual, WOWOW",Sunrise,928.0,4293,117,11541.0,23125,46.73438213191848,summer,2001
Outlaw Star,7.84,"Action, Adventure, Comedy, Sci-Fi",TV,"Sotsu, Victor Entertainment",Sunrise,835.0,1427,2093,61711.0,150475,62.929012121312624,winter,1998
Detective School Q,7.73,"Comedy, Drama, Mystery",TV,"Group TAC, Kodansha",Pierrot,1059.0,3567,254,13916.0,34160,48.44966905385495,spring,2003
Gun x Sword,7.26,"Action, Adventure, Drama, Sci-Fi",TV,Studio Tulip,AIC ASTA,2721.0,2300,345,32635.0,75958,56.05373634215216,summer,2005
He is My Master,6.52,"Comedy, Slice of Life, Ecchi",TV,"Geneon Universal Entertainment, TBS, DAX Production, Memory-Tech","Gainax, Shaft",6227.0,2305,121,37835.0,75814,56.44225099178789,spring,2005
Ragnarok the Animation,6.45,"Action, Fantasy",TV,"Gonzo, Frontier Works",G&G Entertainment,6630.0,2946,118,24115.0,48600,52.00090724285083,spring,2004
Samurai Deeper Kyo,6.9,"Adventure, Comedy, Supernatural",TV,Starchild Records,Studio Deen,4400.0,2756,199,26186.0,55226,53.44380192118482,summer,2002
Dirty Pair,7.2,"Adventure, Comedy, Sci-Fi",TV,Studio Nue,Sunrise,3012.0,3789,200,6536.0,30326,40.48815229268976,summer,1985
Kaleido Star,7.91,"Comedy, Drama, Fantasy",TV,"Production I.G, TV Tokyo, Hal Film Maker, HoriPro, MediaNet",Gonzo,712.0,2166,1283,34821.0,82978,57.50386743283187,spring,2003
Magic Knight Rayearth,7.47,"Adventure, Comedy, Drama, Fantasy",TV,Yomiuri Telecasting,Tokyo Movie Shinsha,1816.0,2492,547,27916.0,66481,54.8242614050975,fall,1994
Revolutionary Girl Utena,8.2,"Award Winning, Comedy, Drama, Fantasy, Mystery",TV,"TV Tokyo, Yomiko Advertising, SoftX, Shogakukan, Audio Tanaka",J.C.Staff,344.0,1078,7878,60940.0,207627,63.240285240623855,spring,1997
Tales of Eternia,6.19,"Adventure, Comedy, Fantasy, Romance",TV,Production I.G,Xebec,7930.0,4906,15,6403.0,16940,38.83465206084468,winter,2001
Knight Hunters Eternity,6.53,"Action, Drama",TV,"animate Film, Kids Station, Movic",ufotable,6173.0,6017,21,3719.0,10119,34.11758226843743,fall,2002
Knight Hunters,6.69,"Action, Drama",TV,"animate Film, Polygram Japan","Plum, Magic Bus",5414.0,4745,137,7282.0,18472,40.82147347061422,spring,1998
Best Student Council,6.96,"Comedy, Slice of Life",TV,Konami,J.C.Staff,4131.0,4619,71,6763.0,19602,40.49046029116754,spring,2005
Mushi-Shi,8.66,"Adventure, Mystery, Slice of Life, Supernatural",TV,"Avex Entertainment, Marvelous, SKY Perfect Well Think, Delfi Sound",Artland,62.0,211,25961,268235.0,793935,78.03749010449675,fall,2005
Ghost in the Shell: Stand Alone Complex,8.42,"Action, Award Winning, Sci-Fi",TV,"Bandai Visual, Dentsu, Victor Entertainment, Animax, Kodansha, Trilogy Future Studio, Tokuma Shoten, Nippon Television Network",Production I.G,161.0,550,8429,160382.0,385010,72.81401439962637,fall,2002
Karin,7.11,"Comedy, Romance, Supernatural",TV,"WOWOW, Frontier Works, Kadokawa Shoten, Half H.P Studio",J.C.Staff,3488.0,1267,760,91496.0,174662,65.78045502757756,fall,2005
To Heart,6.6,"Drama, Romance",TV,KSS,OLM,5846.0,4034,57,9580.0,26497,43.33227134215193,spring,1999
Skating Rink Kaleidoscope,7.31,"Drama, Romance, Sports, Supernatural",TV,Aniplex,Karaku,2479.0,2947,154,22601.0,48549,52.58182439374333,fall,2005
Aria the Animation,7.67,"Fantasy, Sci-Fi, Slice of Life",TV,"Production I.G, TV Tokyo, Shochiku, Mag Garden",Hal Film Maker,1198.0,1378,2120,48904.0,157473,60.47790644730694,fall,2005
Aquarion,7.09,"Action, Fantasy, Romance, Sci-Fi",TV,"Media Factory, Bandai, Tohokushinsha Film Corporation, Hakuhodo DY Media Partners",Satelight,3587.0,2313,354,31051.0,75292,55.34641775465497,spring,2005
The Law of Ueki,7.72,"Action, Adventure, Supernatural",TV,"Shogakukan-Shueisha Productions, Studio Izena, Studio Tulip, TV Tokyo Music",Studio Deen,1093.0,1762,862,47782.0,114761,60.316963836690874,spring,2005
Yu-Gi-Oh!,7.48,"Action, Adventure, Fantasy",TV,"Nihon Ad Systems, Konami Cross Media NY",Gallop,1776.0,560,4558,243219.0,381676,75.6840495952054,spring,2000
Yu-Gi-Oh! GX,7.19,"Action, Comedy, Fantasy",TV,"TV Tokyo, Toei Animation, Nihon Ad Systems, Konami Cross Media NY",Gallop,3073.0,1070,1571,131420.0,209100,69.37530131950065,fall,2004
Kino's Journey,8.29,"Action, Adventure, Slice of Life",TV,"WOWOW, Genco, Pony Canyon, Studio Wombat, chara-ani.com, ASCII Media Works",A.C.G.T.,246.0,742,6623,92590.0,299052,67.37360027825639,spring,2003
Girls Bravo: Second Season,6.61,"Comedy, Fantasy, Romance, Ecchi",TV,"WOWOW, AIC, Lantis, Kadokawa Shoten, Rakuonsha, KlockWorx, Happinet Pictures, Studio Jack",AIC Spirits,5800.0,2082,125,47907.0,89686,58.84723593515665,winter,2005
Strawberry Marshmallow,7.63,"Comedy, Slice of Life",TV,"TBS, Movic",Daume,1318.0,1908,887,34723.0,101915,57.12965828793541,summer,2005
Kamichu!,7.36,"Award Winning, Comedy, Drama, Slice of Life, Supernatural",TV,Aniplex,Brain's Base,2259.0,2619,265,17960.0,60958,50.43402651242326,summer,2005
Pani Poni Dash!,7.43,Comedy,TV,"Square Enix, Starchild Records, GANSIS",Shaft,1974.0,2613,418,21602.0,61154,52.303268137252715,summer,2005
Sorcerer Hunters,6.66,"Adventure, Comedy, Fantasy, Supernatural, Ecchi",TV,"Sotsu, Movic, TV Tokyo Music",Xebec,5507.0,4450,42,6835.0,21221,40.16814579784821,fall,1995
Hamtaro,6.99,"Adventure, Comedy",TV,"TV Tokyo, Shogakukan-Shueisha Productions, Half H.P Studio",TMS Entertainment,4051.0,2702,259,28622.0,57506,54.42520233894752,summer,2000
I My Me! Strawberry Eggs,6.76,"Comedy, Drama, Romance",TV,"Pioneer LDC, Toshiba Digital Frontiers",TNK,5061.0,3388,97,19543.0,37798,50.428566851522014,summer,2001
Kakyusei 2,5.77,"Comedy, Drama, Romance",TV,Soft Garage,Arms,9825.0,7388,6,1454.0,6081,23.882742853072706,fall,2004
Sgt. Frog,7.69,"Comedy, Sci-Fi",TV,"TV Tokyo, Nihon Ad Systems, Rakuonsha",Sunrise,1161.0,2331,1151,33567.0,74389,56.87902628513814,spring,2004
Mermaid Melody: Pichi Pichi Pitch,7.15,"Adventure, Comedy, Romance",TV,Synergy Japan,"Actas, SynergySP",3279.0,2260,846,40434.0,77803,57.97030060675216,spring,2003
Otogi Zoshi: The Legend of Magatama,6.92,"Adventure, Drama, Fantasy",TV,"VAP, Nippon Television Network",Production I.G,4328.0,4850,45,4295.0,17445,36.06284996947433,summer,2004
Pokémon,7.37,"Action, Adventure, Comedy, Fantasy",TV,"TV Tokyo, TV Tokyo Music, Studio Jack",OLM,2205.0,326,5125,386995.0,607481,80.01408635275918,spring,1997
"She, The Ultimate Weapon",7.14,"Drama, Romance, Sci-Fi",TV,"Toei Video, Toshiba EMI, Tohokushinsha Film Corporation",Gonzo,3358.0,1996,566,36876.0,94892,57.06979349758746,summer,2002
Sailor Moon,7.73,"Fantasy, Romance",TV,"TV Asahi, Toei Advertising",Toei Animation,1063.0,596,9912,182012.0,366386,73.20897647642478,spring,1992
Sailor Moon S,7.89,"Fantasy, Romance",TV,"TV Asahi, Toei Advertising",Toei Animation,739.0,1493,1404,75553.0,141444,64.93910096627863,spring,1994
Slayers,7.73,"Adventure, Comedy, Fantasy",TV,"J.C.Staff, TV Tokyo, SoftX, TV Tokyo Music",E&G Films,1079.0,1528,1978,60828.0,137658,62.654149866025335,spring,1995
Slayers Next,8.02,"Adventure, Comedy, Fantasy",TV,"J.C.Staff, TV Tokyo, SoftX",E&G Films,560.0,2452,839,36782.0,68493,58.16447850102498,spring,1996
Tenchi in Tokyo,6.87,"Comedy, Romance, Sci-Fi",TV,Pioneer LDC,AIC,4545.0,3475,83,17670.0,36121,49.61379033728586,spring,1997
Digimon: Digital Monsters,7.77,"Action, Adventure, Comedy, Fantasy",TV,"Yomiko Advertising, Fuji TV",Toei Animation,973.0,543,5184,250246.0,389374,76.32464113725895,spring,1999
Descendants of Darkness,7.03,"Boys Love, Comedy, Drama, Fantasy, Horror",TV,"Starchild Records, Movic",J.C.Staff,3862.0,2780,392,23834.0,54277,52.717246457157735,fall,2000
Steel Angel Kurumi,6.75,"Action, Adventure, Comedy, Drama, Romance",TV,Pony Canyon,OLM,5088.0,4212,65,10076.0,24181,44.0347943641913,fall,1999
Steel Angel Kurumi 2,6.27,"Comedy, Girls Love, Sci-Fi",TV,"m.o.e., Pony Canyon",OLM,7543.0,5641,9,5341.0,11838,37.21189944623966,spring,2001
Sakura Wars TV,6.86,"Action, Adventure, Sci-Fi",TV,"Shaft, Triangle Staff, TBS, Sega, Imagine",Madhouse,4599.0,4141,59,7851.0,25159,41.78763541924734,spring,2000
DNA²,6.65,"Comedy, Romance, Sci-Fi",TV,"Starchild Records, Movic, Nippon Television Network","Madhouse, Studio Deen",5580.0,3173,101,20212.0,42607,50.59471702253392,fall,1994
The Big O,7.53,"Action, Mystery, Sci-Fi",TV,Bandai Visual,Sunrise,1631.0,2029,903,36969.0,92543,57.606200027371784,fall,1999
The Irresponsible Captain Tylor,7.86,"Comedy, Sci-Fi",TV,"VAP, Big West, King Records, Media Rings, TV Setouchi",Tatsunoko Production,799.0,2988,537,15542.0,47351,49.67446208322836,winter,1993
Saber Marionette J,7.37,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",TV,"TV Tokyo, Bandai Visual, Hal Film Maker, Sotsu",Studio Junio,2208.0,3700,210,14037.0,31732,48.07377281573855,fall,1996
Eternal Alice,6.12,Fantasy,TV,Mellow Head,"Trinet Entertainment, Picture Magic",8267.0,6478,17,2553.0,8421,29.870620002395643,winter,2006
Scorched Bread,6.77,"Comedy, Gourmet",TV,San-X,Pierrot,4996.0,7292,34,3286.0,6295,33.27315570783514,fall,2001
Noein: to your other self,7.57,"Adventure, Drama, Sci-Fi",TV,"Lantis, Media Factory, Rikuentai, Toshiba Entertainment, Bandai Channel",Satelight,1456.0,2085,726,29637.0,89292,55.52842925437753,fall,2005
Looking Up At The Half-Moon,7.47,"Comedy, Drama, Romance",TV,"Pony Canyon, Dream Force",Group TAC,1807.0,1951,496,48044.0,98705,60.05260678767612,winter,2006
Silver Fang,8.02,"Action, Adventure, Drama",TV,TV Asahi,Toei Animation,566.0,4065,820,11192.0,26085,46.70653222684388,spring,1986
Guardian Ninja Mamoru,6.58,"Comedy, Romance",TV,"Aniplex, Studio Tulip, Tohokushinsha Film Corporation",Group TAC,5956.0,4082,27,11616.0,25913,45.15880139255505,winter,2006
Infinite Ryvius,7.43,"Award Winning, Drama, Sci-Fi",TV,"TV Tokyo, Bandai Visual, Yomiko Advertising",Sunrise,1968.0,3151,321,12106.0,43084,46.726653170969946,fall,1999
Android Kikaider - The Animation,6.96,"Action, Drama, Sci-Fi",TV,"Aniplex, SME Visual Works","Radix, Studio OX",4132.0,6122,70,4328.0,9706,36.192059782060404,fall,2000
Pretty Cure,7.08,"Action, Comedy, Fantasy",TV,"Asatsu DK, Asahi Production, Asahi Broadcasting",Toei Animation,3621.0,2974,325,18470.0,47673,50.3301635027402,winter,2004
Magical Stage Fancy Lala,7.18,"Comedy, Drama, Romance",TV,"Bandai Visual, Geneon Universal Entertainment, TV Osaka, Yomiuri Advertising, TV Tokyo Music",Pierrot,3130.0,5676,55,3938.0,11646,35.58237148812457,spring,1998
I'm Gonna Be an Angel!,6.95,"Comedy, Fantasy, Romance",TV,"TV Tokyo, Broccoli, Yomiko Advertising",Pierrot,4167.0,6828,55,2263.0,7415,29.934192068657573,spring,1999
Carried by the Wind: Tsukikage Ran,7.16,"Adventure, Comedy",TV,Bandai Visual,Madhouse,3243.0,4962,84,5401.0,16386,38.597683541811264,winter,2000
Madam is a Magical Girl,6.4,"Fantasy, Romance",TV,"Media Factory, Amber Film Works",J.C.Staff,6856.0,6159,13,2731.0,9565,30.950425583290425,summer,2005
Ninja Scroll: The Series,6.67,"Adventure, Horror, Supernatural",TV,Studio Take Off,Madhouse,5506.0,3217,90,17396.0,41489,49.17877939884127,spring,2003
Mermaid Forest,7.02,"Drama, Fantasy, Horror, Mystery",TV,TV Tokyo,TMS Entertainment,3919.0,4026,86,9188.0,26549,43.52404530514544,fall,2003
Nightwalker: The Midnight Detective,6.92,"Action, Horror, Mystery",TV,"Bandai Visual, BeSTACK, Half H.P Studio, Memory-Tech",AIC,4325.0,4563,97,7139.0,20137,40.95599458119835,summer,1998
