English name,Score,Genres,Type,Aired,Producers,Studios,Rank,Popularity,Favorites,Scored By,Members,Weighted_Score,Aired_Year,Start Month,Season
UNKNOWN,7.45,"Comedy, Drama",Special,"Jun 28, 2012",Aniplex,A-1 Pictures,1875.0,4335,11,11187.0,22587,48.21089460192276,2012,Jun,Summer
Battle of Clay,3.25,"Action, Comedy",ONA,"Jan 28, 2004",UNKNOWN,UNKNOWN,12667.0,9364,4,2120.0,3114,25.191415027129437,2004,Jan,Winter
UNKNOWN,6.78,Comedy,Special,"Jul 22, 2011 to Jun 22, 2012",UNKNOWN,Tatsunoko Production,4948.0,9456,8,1022.0,3035,25.24374421507233,2011,Jul,Summer
Within the Bloody Woods,3.36,Horror,ONA,"May 22, 2006 to Aug 5, 2006",UNKNOWN,UNKNOWN,12664.0,9786,1,1691.0,2664,23.411190490906247,2006,May,Summer
UNKNOWN,8.29,Sports,OVA,"Dec 16, 2011 to Jan 18, 2012",UNKNOWN,SynergySP,247.0,3501,104,20061.0,35582,54.59061544077367,2011,Dec,Winter
The Ambition of Oda Nobuna,7.38,"Action, Comedy, Romance",TV,"Jul 9, 2012 to Sep 24, 2012","Pony Canyon, AT-X, KlockWorx, SoftBank Creative","Madhouse, Studio Gokumi",2159.0,772,1136,143365.0,288764,71.67758181612103,2012,Jul,Summer
UNKNOWN,5.91,Comedy,OVA,"Jul 1, 1989 to Aug 2, 1989",UNKNOWN,Pierrot,9247.0,14808,0,140.0,517,5.6282973911053915,1989,Jul,Summer
Puella Magi Madoka Magica the Movie Part 1: Beginnings,8.21,"Drama, Suspense",Movie,"Oct 6, 2012","Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Shaft,337.0,1150,907,97706.0,192485,69.12099132760565,2012,Oct,Fall
Puella Magi Madoka Magica the Movie Part 2: Eternal,8.37,"Drama, Suspense",Movie,"Oct 13, 2012","Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Shaft,195.0,1133,1026,97268.0,195388,69.25773646372225,2012,Oct,Fall
Puella Magi Madoka Magica the Movie: Rebellion,8.47,"Award Winning, Drama, Mystery, Suspense",Movie,"Oct 26, 2013","Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",Shaft,137.0,600,8338,215291.0,361584,76.70442651478389,2013,Oct,Fall
UNKNOWN,5.2,"Action, Horror, Sci-Fi",Movie,"Jun 15, 2002",UNKNOWN,ACC Production,11588.0,12114,1,250.0,1188,9.796692163306743,2002,Jun,Summer
UNKNOWN,6.82,"Action, Adventure, Fantasy",Movie,"Dec 1, 2011",UNKNOWN,Toei Animation,4744.0,4256,22,8872.0,23559,45.25397904320344,2011,Dec,Winter
UNKNOWN,5.6,Comedy,OVA,"Nov 25, 1985",Kitty Films,Kitty Film Mitaka Studio,10434.0,11833,3,454.0,1308,15.98722872207327,1985,Nov,Winter
Tiger & Bunny Movie 1,7.36,"Action, Comedy, Mystery",Movie,"Sep 22, 2012",Tohokushinsha Film Corporation,Sunrise,2238.0,4132,19,10906.0,25280,47.863741648941414,2012,Sep,Fall
Tiger & Bunny: The Rising,7.71,"Action, Comedy, Mystery",Movie,"Feb 8, 2014",UNKNOWN,Sunrise,1132.0,3749,51,13017.0,30943,49.926724419166234,2014,Feb,Spring
Poyopoyo,7.64,"Comedy, Slice of Life",TV,"Jan 8, 2012 to Dec 30, 2012","DAX Production, Dream Creation, Möbius Tone",Studio Deen,1287.0,4510,148,9219.0,20628,46.65672328756426,2012,Jan,Winter
UNKNOWN,6.07,Drama,Special,"Sep 28, 1979",UNKNOWN,Nippon Animation,8531.0,12483,1,219.0,1045,10.002565155873636,1979,Sep,Fall
Star Blazers: Space Battleship Yamato 2199,8.33,"Action, Drama, Sci-Fi",OVA,"May 25, 2012 to Oct 25, 2013","Production I.G, Bandai Visual, OLM, Lantis, Shochiku, Bandai, Tohokushinsha Film Corporation, Bandai Namco Games, Voyager Entertainment","Xebec, AIC",219.0,1806,1726,37394.0,111330,60.38568105314475,2012,May,Summer
Kingdom,7.93,Action,TV,"Jun 4, 2012 to Feb 25, 2013","NHK, Sogo Vision",Pierrot,674.0,1096,1663,70192.0,204262,65.74643698593627,2012,Jun,Summer
UNKNOWN,6.61,"Drama, Suspense",Movie,"Nov 3, 2011",Studio Dadashow,UNKNOWN,5799.0,7028,26,2396.0,6864,32.876676960532436,2011,Nov,Winter
UNKNOWN,5.77,Comedy,OVA,"Jul 25, 1988",Kitty Films,Kitty Film Mitaka Studio,9803.0,13739,0,268.0,716,11.398116601830985,1988,Jul,Summer
UNKNOWN,5.93,Comedy,TV,"Apr 15, 1988 to Mar 28, 1989",Studio Jack,Daume,9129.0,12860,0,144.0,931,5.919293657205894,1988,Apr,Spring
Fairy Tail the Movie: The Phoenix Priestess,7.37,"Action, Adventure, Fantasy",Movie,"Aug 18, 2012","TV Tokyo, Dentsu","Satelight, A-1 Pictures",2186.0,1067,517,118865.0,209736,69.93446175301341,2012,Aug,Fall
Mardock Scramble: The Third Exhaust,7.4,"Action, Sci-Fi",Movie,"Sep 29, 2012","Aniplex, Starchild Records",GoHands,2092.0,3543,51,17323.0,34647,52.18676915510489,2012,Sep,Fall
UNKNOWN,6.05,"Action, Adventure, Fantasy, Ecchi",Special,"Oct 29, 2011 to Jan 28, 2012","Genco, Media Factory, Hobby Japan",Arms,8631.0,5968,4,3549.0,10326,35.686958140691644,2011,Oct,Fall
Samurai X Special,7.31,"Action, Romance",Special,"Dec 2, 1998","SME Visual Works, Fuji TV",Studio Deen,2496.0,4625,23,8834.0,19509,45.855058307924125,1998,Dec,Winter
Fighting Spirit Special,8.09,Sports,Special,"Mar 21, 2003",VAP,Madhouse,472.0,2860,70,30058.0,51740,58.09907148321834,2003,Mar,Spring
Berserk: The Golden Age Arc II - The Battle for Doldrey,7.87,"Action, Adventure, Drama, Fantasy, Horror",Movie,"Jun 23, 2012","Yahoo! Japan, Good Smile Company, Beyond C., Rialto Entertainment",Studio 4°C,788.0,1102,684,132041.0,203367,71.51138891852989,2012,Jun,Summer
Berserk: The Golden Age Arc III - The Advent,8.2,"Action, Adventure, Drama, Fantasy, Horror",Movie,"Feb 1, 2013","Yahoo! Japan, Good Smile Company, Beyond C., Rialto Entertainment",Studio 4°C,348.0,1050,1551,135337.0,214085,72.1183883536289,2013,Feb,Spring
UNKNOWN,7.71,"Adventure, Comedy, Mystery, Sports",Movie,"Apr 14, 2012",UNKNOWN,TMS Entertainment,1108.0,3204,27,24291.0,41875,55.68763867358368,2012,Apr,Spring
A Summer-Colored Miracle,7.02,"Slice of Life, Supernatural",TV,"Apr 6, 2012 to Jun 29, 2012","Aniplex, Lantis, Mainichi Broadcasting System, Atelier Musa, MusicRay’n",Sunrise,3912.0,3161,110,15239.0,42809,50.51631340643821,2012,Apr,Spring
UNKNOWN,6.3,"Comedy, Slice of Life",TV,"Apr 3, 2012 to Jun 26, 2012","DAX Production, Takeshobo, Right Gauge, Dwango Music Entertainment",C2C,7423.0,6534,6,4009.0,8228,37.18627907687357,2012,Apr,Spring
UNKNOWN,6.1,"Romance, Ecchi",Special,"Jul 22, 2011 to Sep 23, 2011",UNKNOWN,Gathering,8365.0,7199,3,1990.0,6478,30.42083130321321,2011,Jul,Summer
UNKNOWN,5.67,"Adventure, Sci-Fi",OVA,Jan 2010,UNKNOWN,UNKNOWN,10194.0,12491,1,460.0,1045,16.22309601295789,2010,Jan,Winter
UNKNOWN,6.78,"Boys Love, Sci-Fi, Slice of Life",OVA,"Aug 16, 2010",UNKNOWN,CoMix Wave Films,4951.0,5163,60,6738.0,14701,42.65894667357496,2010,Aug,Fall
UNKNOWN,6.25,"Action, Mystery",TV,"Feb 1, 1968 to Sep 26, 1968",Fuji TV,Mushi Production,7637.0,13182,1,128.0,846,5.317692395223667,1968,Feb,Spring
UNKNOWN,5.65,"Fantasy, Slice of Life",OVA,"Aug 20, 1988",Konami,Madhouse,10252.0,11762,0,517.0,1344,17.268830122794654,1988,Aug,Fall
AKB0048,7.36,Sci-Fi,TV,"Apr 29, 2012 to Jul 22, 2012","Starchild Records, Magic Capsule, GANSIS",Satelight,2247.0,2628,663,27946.0,60635,56.55300094820791,2012,Apr,Spring
UNKNOWN,5.64,Action,ONA,"Dec 22, 2011 to Dec 20, 2012",Enterbrain,"asread., StudioRF Inc.",10304.0,7186,4,2533.0,6506,31.924698441551367,2011,Dec,Winter
UNKNOWN,6.2,"Drama, Sci-Fi",Movie,"Jul 14, 2007",UNKNOWN,Toei Animation,7876.0,12543,0,171.0,1028,7.91531562954002,2007,Jul,Summer
"Love, Election and Chocolate",6.99,"Drama, Romance",TV,"Jul 6, 2012 to Sep 28, 2012","Aniplex, AIC, Lantis, TBS, Magic Capsule",AIC Build,4037.0,927,464,100002.0,241226,67.84990518128421,2012,Jul,Summer
UNKNOWN,7.46,"Comedy, Supernatural",OVA,"Nov 26, 2011",Notes,Lerche,1840.0,2992,12,26965.0,47318,56.34763654874156,2011,Nov,Winter
Hyouka,8.08,"Mystery, Slice of Life",TV,"Apr 23, 2012 to Sep 17, 2012","Lantis, Kadokawa Shoten, KlockWorx, chara-ani.com, Animation Do",Kyoto Animation,493.0,90,26320,615600.0,1315575,85.9709770275008,2012,Apr,Spring
Glitter Force,6.79,"Action, Fantasy",TV,"Feb 5, 2012 to Jan 27, 2013",Saban Brands,Toei Animation,4880.0,3217,375,20751.0,41499,53.05970507979713,2012,Feb,Spring
UNKNOWN,7.15,Fantasy,Movie,"Mar 17, 2012",Marvelous AQL,Toei Animation,3286.0,7628,10,2475.0,5599,33.90135656433189,2012,Mar,Spring
UNKNOWN,6.76,"Action, Adventure, Sci-Fi",Movie,"Mar 10, 2012",UNKNOWN,Sunrise,5033.0,8604,1,1034.0,4081,25.324249155652566,2012,Mar,Spring
UNKNOWN,6.82,"Comedy, Sci-Fi",OVA,"Apr 23, 2004",Bandai Visual,Madhouse,4779.0,10031,2,898.0,2455,24.10378462290301,2004,Apr,Spring
Dragon Ball: Episode of Bardock,7.2,"Action, Adventure, Comedy, Fantasy, Sci-Fi",Special,"Dec 17, 2011",UNKNOWN,Toei Animation,3014.0,1804,110,70485.0,111464,64.89310890586745,2011,Dec,Winter
UNKNOWN,5.67,Ecchi,ONA,"Mar 1, 2012 to May 24, 2012",UNKNOWN,Marvy Jack,10183.0,7750,4,1612.0,5419,27.800704026658273,2012,Mar,Spring
UNKNOWN,5.91,Comedy,TV,"May 4, 1982 to Sep 27, 1982",Studio Jack,Shin-Ei Animation,9230.0,13634,3,133.0,740,5.1552147741682814,1982,May,Summer
UNKNOWN,5.72,"Comedy, Drama, Mystery",OVA,"Jul 21, 1992",UNKNOWN,AIC,10013.0,13637,0,255.0,739,10.858932641214759,1992,Jul,Summer
Treasure Hunting,6.09,"Adventure, Fantasy",Movie,"Jun 4, 2011",UNKNOWN,Studio Ghibli,8428.0,10792,0,278.0,1928,12.234341328336143,2011,Jun,Summer
UNKNOWN,6.55,"Action, Comedy, Drama, Romance",Movie,"Jul 20, 2002",UNKNOWN,Toei Animation,6056.0,11958,0,355.0,1248,15.163100393901482,2002,Jul,Summer
Lagrange: The Flower of Rin-ne Season 2,6.97,"Action, Comedy, Sci-Fi",TV,"Jul 8, 2012 to Sep 23, 2012","Production I.G, Bandai Visual, Yomiuri Telecasting, flying DOG",Xebec,4097.0,3914,18,12311.0,28243,48.48000376298948,2012,Jul,Summer
Place to Place,7.48,"Comedy, Romance, Slice of Life",TV,"Apr 6, 2012 to Jun 29, 2012","Pony Canyon, TBS, DAX Production, BS-TBS, Jumondo, Houbunsha",AIC,1779.0,710,2605,144260.0,311192,71.85934072517439,2012,Apr,Spring
Campione!,6.93,"Comedy, Fantasy, Romance, Ecchi",TV,"Jul 6, 2012 to Sep 28, 2012","Lantis, AT-X, Barnum Studio, Magic Capsule, Warner Bros. Japan, KlockWorx, Shueisha, Bulls Eye",Diomedéa,4253.0,569,1279,206907.0,379557,74.4845226187744,2012,Jul,Summer
UNKNOWN,5.32,Adventure,Movie,"Oct 1, 1965",UNKNOWN,Mushi Production,11298.0,11839,2,622.0,1303,18.420143366404506,1965,Oct,Fall
Upotte!!,6.45,"Action, Comedy, Ecchi",ONA,"Apr 7, 2012 to Jun 9, 2012","DAX Production, Nippon Columbia",Xebec,6642.0,2406,166,30607.0,70444,56.1741550929865,2012,Apr,Spring
Thermae Romae,6.94,Comedy,TV,"Jan 13, 2012 to Jan 27, 2012","Dentsu, Fuji TV, Toho, Sony Music Entertainment",DLE,4227.0,4067,32,12203.0,26073,48.35880387795972,2012,Jan,Winter
Armored Trooper Votoms Recaps,5.98,"Action, Drama, Sci-Fi",OVA,"Feb 21, 1986 to Feb 20, 1988",UNKNOWN,Sunrise,8935.0,12651,0,229.0,997,10.276740386444665,1986,Feb,Spring
Dirty Pair Flash 2,6.55,"Action, Adventure, Comedy, Sci-Fi, Ecchi",OVA,"Jun 1, 1995 to Oct 1, 1995",VAP,Sunrise,6092.0,8546,6,1522.0,4161,28.602412861312867,1995,Jun,Summer
Dirty Pair Flash 3,6.46,"Action, Adventure, Comedy, Sci-Fi, Ecchi",OVA,"Dec 21, 1995 to Apr 25, 1996",VAP,Sunrise,6584.0,8717,1,1393.0,3916,27.65688521018799,1995,Dec,Winter
UNKNOWN,6.13,Comedy,Special,"Oct 25, 2002","Bandai Visual, Genco",UNKNOWN,8233.0,12137,1,380.0,1176,15.179559993237703,2002,Oct,Fall
Wolf Children,8.58,"Award Winning, Fantasy, Slice of Life",Movie,"Jul 21, 2012","Madhouse, VAP, Dentsu, Yomiuri Telecasting, Kadokawa Shoten, Toho, Hiroshima Television",Studio Chizu,89.0,222,11100,443973.0,783694,83.50728329467023,2012,Jul,Summer
Track City,5.93,Action,TV,"Jan 5, 2000 to May 30, 2002",UNKNOWN,SBS TV Production,9127.0,11851,0,494.0,1298,17.295243942100115,2000,Jan,Winter
Bakuman Season 3,8.53,"Comedy, Drama, Romance",TV,"Oct 6, 2012 to Mar 30, 2013","NHK, Shueisha",J.C.Staff,110.0,682,2936,188927.0,321109,75.56330698677615,2012,Oct,Fall
UNKNOWN,6.13,"Action, Fantasy, Gourmet",TV,"Apr 13, 2012 to Jun 30, 2012","Avex Entertainment, Sega, DAX Production, Volks",Production I.G,8213.0,3136,47,16702.0,43474,50.110940697157446,2012,Apr,Spring
UNKNOWN,5.77,"Adventure, Fantasy",Special,"Jul 25, 2003",UNKNOWN,UNKNOWN,9811.0,16312,0,113.0,367,3.4313694081555317,2003,Jul,Summer
UNKNOWN,5.46,"Comedy, Slice of Life",TV,"Oct 3, 1994 to Mar 30, 2013",Fuji TV,Eiken,10903.0,12357,0,411.0,1090,14.835041222248572,1994,Oct,Fall
UNKNOWN,5.3,"Action, Sci-Fi",OVA,"Jul 25, 1988",UNKNOWN,Toei Animation,11340.0,13890,0,198.0,680,7.820852890602392,1988,Jul,Summer
The Chohjotai,5.66,Action,OVA,"Jun 27, 1991",UNKNOWN,Magic Bus,10213.0,12502,1,300.0,1042,12.261448729292681,1991,Jun,Summer
YuruYuri: Happy Go Lily ♪♪,7.82,"Comedy, Girls Love",TV,"Jul 3, 2012 to Sep 18, 2012","Sotsu, Pony Canyon, DAX Production",Doga Kobo,876.0,1222,940,99916.0,180613,68.8781096747271,2012,Jul,Summer
Jormungand,7.8,"Action, Adventure",TV,"Apr 11, 2012 to Jun 27, 2012","Geneon Universal Entertainment, Shogakukan-Shueisha Productions",White Fox,917.0,629,2958,147319.0,347106,72.43995201407695,2012,Apr,Spring
Guilty Crown Locus: Reassortment,7.1,"Action, Sci-Fi",Special,"Jan 3, 2012",UNKNOWN,Production I.G,3538.0,3371,39,15876.0,38196,50.99911010912946,2012,Jan,Winter
"Last Exile: Fam, the Silver Wing Recaps",6.44,"Action, Adventure, Sci-Fi",Special,"Dec 17, 2011 to Feb 11, 2012",UNKNOWN,Gonzo,6676.0,7167,2,2697.0,6553,33.72882695000725,2011,Dec,Winter
Space Brothers,8.5,"Comedy, Sci-Fi",TV,"Apr 1, 2012 to Mar 22, 2014","Yomiuri Telecasting, Trinity Sound",A-1 Pictures,124.0,1176,3792,51297.0,187061,63.49147219656855,2012,Apr,Spring
Zero Escape: VLR prologue,6.04,Mystery,ONA,"Dec 11, 2011",UNKNOWN,Gonzo,8640.0,7960,12,2329.0,5085,31.78207723002515,2011,Dec,Winter
UNKNOWN,6.41,"Comedy, Girls Love",OVA,"Feb 15, 2012",Aniplex,ufotable,6805.0,5369,23,6373.0,13356,41.62645204626446,2012,Feb,Spring
UNKNOWN,6.22,"Action, Drama, Sci-Fi",OVA,"Jun 21, 1985",UNKNOWN,Sunrise,7765.0,12770,0,227.0,961,10.558904843115878,1985,Jun,Summer
UNKNOWN,6.01,"Action, Drama, Sci-Fi",OVA,"Jul 20, 1985",UNKNOWN,Sunrise,8784.0,13121,1,202.0,862,9.16530297971543,1985,Jul,Summer
Dusk Maiden of Amnesia,7.83,"Horror, Mystery, Romance, Supernatural",TV,"Apr 9, 2012 to Jun 25, 2012","Square Enix, Media Factory",SILVER LINK.,870.0,542,4462,177543.0,389710,74.19867831978979,2012,Apr,Spring
UNKNOWN,6.09,Comedy,Special,"Dec 21, 2011 to May 16, 2012",AT-X,David Production,8390.0,5612,1,4063.0,11964,36.996777836489294,2011,Dec,Winter
Maken-Ki! Secret Training,6.17,"Sports, Ecchi",Special,"Dec 21, 2011 to May 25, 2012",AIC,AIC Spirits,8038.0,3676,20,13897.0,32086,48.473201975920745,2011,Dec,Winter
Hiiro no Kakera: The Tamayori Princess Saga,6.71,"Fantasy, Romance",TV,"Apr 1, 2012 to Jun 24, 2012","Bandai Visual, Yomiuri Telecasting, Lantis, Kids Station, Movic, DAX Production, Yomiuri TV Enterprise",Studio Deen,5285.0,1822,393,45400.0,109768,60.18009655281793,2012,Apr,Spring
Mysterious Girlfriend X,7.24,Romance,TV,"Apr 8, 2012 to Jul 1, 2012","Starchild Records, Kodansha, Yomiuri Advertising, Atelier Musa",Hoods Entertainment,2811.0,738,3009,140884.0,300837,71.33951164164843,2012,Apr,Spring
UNKNOWN,6.65,"Action, Adventure, Drama, Sci-Fi",TV,"Apr 13, 2012 to Nov 20, 2012","Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Sony Music Entertainment, Bandai Namco Games, Sammy, Hakuhodo DY Media Partners, Bandai Channel",Bones,5585.0,2004,198,41584.0,94314,59.28639391163424,2012,Apr,Spring
Patema Inverted,7.96,"Adventure, Award Winning, Sci-Fi",Movie,"Nov 9, 2013","Directions, Asmik Ace, Good Smile Company","Studio Rikka, Purple Cow Studio Japan",633.0,809,1389,130142.0,279857,71.48261987693012,2013,Nov,Winter
UNKNOWN,6.56,"Comedy, Horror, Mystery, Supernatural",TV,"Apr 1, 2000 to Oct 1, 2000","VAP, TV Asahi",Milky Cartoon,6032.0,10861,7,900.0,1889,23.765449283746875,2000,Apr,Spring
UNKNOWN,6.18,"Comedy, Horror, Mystery, Supernatural",TV,"Oct 7, 2000 to Mar 31, 2001","VAP, TV Asahi",Milky Cartoon,7978.0,11182,6,742.0,1663,21.432169120934116,2000,Oct,Fall
UNKNOWN,5.76,"Comedy, Horror, Mystery, Supernatural",Special,"Apr 7, 2001 to Jun 30, 2001","VAP, TV Asahi",Milky Cartoon,9831.0,12007,0,530.0,1230,17.676084688595335,2001,Apr,Spring
Horizon in the Middle of Nowhere II,7.49,"Action, Fantasy, Sci-Fi",TV,"Jul 8, 2012 to Sep 30, 2012","Bandai Visual, Lantis, ASCII Media Works, Sony PCL",Sunrise,1750.0,2198,346,36301.0,81298,59.13016248483517,2012,Jul,Summer
Mr. Stain on Junk Alley: Epilogue,6.05,Comedy,OVA,"Oct 11, 2003",UNKNOWN,UNKNOWN,8613.0,14518,1,220.0,560,10.01415024253285,2003,Oct,Fall
UNKNOWN,6.73,Comedy,Movie,"Apr 14, 2012",UNKNOWN,Shin-Ei Animation,5192.0,7968,0,2947.0,5071,34.95412962099176,2012,Apr,Spring
UNKNOWN,5.48,"Comedy, Sci-Fi",OVA,"May 25, 2012",UNKNOWN,Frontier Works,10830.0,6898,9,3615.0,7217,34.94336371383306,2012,May,Summer
The Future Diary Specials,6.47,"Comedy, Supernatural",Special,"Jan 27, 2012 to Aug 31, 2012",UNKNOWN,asread.,6533.0,2696,62,28552.0,57829,55.56093237250049,2012,Jan,Winter
C³ - CubexCursedxCurious - Outdoor School Confusion,6.71,"Action, Comedy, Supernatural, Ecchi",Special,"Apr 25, 2012",UNKNOWN,SILVER LINK.,5275.0,3942,10,14508.0,27784,49.6453031149883,2012,Apr,Spring
Kids on the Slope,8.31,"Drama, Romance",TV,"Apr 13, 2012 to Jun 29, 2012","Dentsu, Fuji TV, Toho, DAX Production, Sony Music Entertainment","Tezuka Productions, MAPPA",234.0,588,6861,165822.0,368881,74.1174070589527,2012,Apr,Spring
"So, I Can't Play H!",6.55,"Comedy, Romance, Supernatural, Ecchi",TV,"Jul 6, 2012 to Sep 25, 2012","Geneon Universal Entertainment, Sotsu, Lantis, AT-X, KlockWorx, Fujimi Shobo",feel.,6091.0,522,882,208299.0,407205,74.02566269600963,2012,Jul,Summer
UNKNOWN,5.2,"Action, Comedy",Movie,Jul 1939,UNKNOWN,UNKNOWN,11585.0,11778,2,673.0,1337,18.937037774632497,1939,Jul,Summer
UNKNOWN,6.64,"Action, Fantasy, Romance, Supernatural",OVA,"Dec 31, 2011",Notes,Lerche,5649.0,1826,106,54310.0,109384,61.738042220297565,2011,Dec,Winter
A Dark Rabbit has Seven Lives Picture Drama,6.1,"Comedy, Romance, Supernatural, Ecchi",Special,"Sep 30, 2011 to Feb 24, 2012",UNKNOWN,Zexcs,8384.0,7005,2,1938.0,6957,30.176338754259998,2011,Sep,Fall
See Me After Class,6.05,"Comedy, Romance, Ecchi",OVA,"Jun 23, 2012",Media Factory,GoHands,8604.0,2786,106,27140.0,54059,54.472777363000915,2012,Jun,Summer
UNKNOWN,6.73,Sports,Special,"Dec 8, 2011 to Dec 23, 2011",UNKNOWN,OLM,5208.0,7218,7,2648.0,6449,33.96624419854739,2011,Dec,Winter
UNKNOWN,5.96,Adventure,Movie,"Aug 14, 1993",Group TAC,UNKNOWN,9007.0,13262,2,235.0,825,10.484491190243405,1993,Aug,Fall
UNKNOWN,5.03,Drama,OVA,"Feb 3, 2012",Shogakukan-Shueisha Productions,SynergySP,11914.0,10916,2,1034.0,1842,22.594950490586356,2012,Feb,Spring
Little Tiger and Bride,5.52,Drama,Movie,Feb 1948,UNKNOWN,UNKNOWN,10728.0,11880,3,649.0,1283,19.15312582257527,1948,Feb,Spring
Sengoku Collection,6.42,Fantasy,TV,"Apr 6, 2012 to Sep 28, 2012","TV Tokyo, Nihon Ad Systems, ZERO-A",Brain's Base,6785.0,4205,34,7063.0,24283,42.59013028611319,2012,Apr,Spring
LBX: Little Battlers eXperience Season 2,7.02,Action,TV,"Jan 18, 2012 to Mar 20, 2013",UNKNOWN,OLM,3898.0,7334,26,2912.0,6212,35.23337247070408,2012,Jan,Winter
UNKNOWN,6.19,Fantasy,OVA,"Mar 16, 1985",UNKNOWN,Toei Animation,7936.0,13986,0,166.0,656,7.6266441135511736,1985,Mar,Spring
UNKNOWN,6.47,"Adventure, Boys Love, Comedy, Romance",Movie,"Jul 10, 1983",UNKNOWN,Toei Animation,6542.0,11171,0,453.0,1671,17.29993813206251,1983,Jul,Summer
"YuruYuri: For Whatever Reason, Never Ending, Heart Throbbing, Pitter-patter, Paradox Eternal",6.38,Comedy,Special,"Nov 16, 2011","Pony Canyon, DAX Production",Doga Kobo,6963.0,4141,23,11101.0,25163,46.70787368541922,2011,Nov,Winter
UNKNOWN,7.2,Romance,Special,"Apr 4, 2012 to Sep 5, 2012",UNKNOWN,AIC,3005.0,3479,21,17929.0,36090,52.25127589739227,2012,Apr,Spring
Pokémon the Movie: Kyurem VS. The Sword of Justice,6.45,"Action, Adventure, Comedy, Drama, Fantasy",Movie,"Jul 14, 2012","TV Tokyo, Shogakukan-Shueisha Productions, Toho, Studio Jack",OLM,6627.0,2922,8,29581.0,49850,55.859291876835684,2012,Jul,Summer
UNKNOWN,7.17,"Comedy, Romance",Special,"Jul 11, 2012",UNKNOWN,feel.,3202.0,3307,20,22683.0,39672,54.38462948066906,2012,Jul,Summer
Ozma,6.09,"Action, Adventure, Sci-Fi",TV,"Mar 17, 2012 to Apr 21, 2012","WOWOW, Pony Canyon, Planet, Viki, Slow Curve, Cyclone Graphics","Gonzo, LandQ studios",8420.0,5109,7,6924.0,15059,41.919291522947496,2012,Mar,Spring
Joshiraku,7.45,Comedy,TV,"Jul 6, 2012 to Sep 28, 2012","Starchild Records, Mainichi Broadcasting System, Kodansha, KlockWorx",J.C.Staff,1893.0,1294,735,46030.0,170886,61.27342729661438,2012,Jul,Summer
Code Geass: Nunnally in Wonderland,6.45,"Comedy, Fantasy",OVA,"Jul 27, 2012",UNKNOWN,Sunrise,6602.0,2411,39,35810.0,70275,57.62395463616846,2012,Jul,Summer
UNKNOWN,6.06,Sci-Fi,Special,"Oct 19, 2008",Bandai Visual,Satelight,8559.0,11844,1,361.0,1301,14.600089348649162,2008,Oct,Fall
Tight-rope,6.99,"Boys Love, Romance",OVA,"May 30, 2012 to Jun 27, 2012",UNKNOWN,PrimeTime,4048.0,2953,107,24837.0,48362,54.987581701622744,2012,May,Summer
UNKNOWN,6.5,Comedy,Special,"Jan 1, 2012 to Feb 23, 2012",UNKNOWN,Sunrise,6356.0,8312,5,1682.0,4556,29.454635823000654,2012,Jan,Winter
UNKNOWN,7.01,Comedy,Special,"Nov 23, 2011 to Oct 24, 2012",UNKNOWN,ufotable,3925.0,7281,3,2149.0,6310,32.41457407600366,2011,Nov,Winter
Uta no Prince Sama 2,7.18,"Comedy, Romance",TV,"Apr 4, 2013 to Jun 27, 2013","Showgate, King Records",A-1 Pictures,3145.0,1812,538,55018.0,110500,62.57966970682836,2013,Apr,Spring
The Hakkenden: Legend of the Dog Warriors Part 2,6.37,"Action, Adventure",OVA,"Nov 25, 1993 to Mar 25, 1995","Geneon Universal Entertainment, Pioneer LDC",AIC,7028.0,9703,5,899.0,2746,23.483818219867686,1993,Nov,Winter
UNKNOWN,7.55,"Action, Drama",Special,"Mar 22, 2003","OB Planning, Fuji TV",UNKNOWN,1552.0,5788,4,3867.0,11103,38.52463690351639,2003,Mar,Spring
Thermae Romae,6.75,Comedy,Special,"Apr 20, 2012",UNKNOWN,DLE,5102.0,8661,0,1827.0,3989,30.56667293916557,2012,Apr,Spring
UNKNOWN,7.27,"Comedy, Romance, Ecchi",OVA,"Sep 6, 2012 to May 31, 2013","Genco, Lantis, AT-X, Fujimi Shobo",TNK,2700.0,815,539,161571.0,275660,72.64289837854058,2012,Sep,Fall
UNKNOWN,6.56,"Action, Drama",Movie,"Aug 1, 1987",UNKNOWN,Pierrot,6021.0,10012,10,809.0,2471,22.781262985139545,1987,Aug,Fall
Phi-Brain ~ Puzzle of God: The Orpheus Order,7.26,"Action, Mystery",TV,"Apr 8, 2012 to Sep 23, 2012",NHK,Sunrise,2745.0,2973,42,21290.0,47694,53.91455723978578,2012,Apr,Spring
UNKNOWN,5.93,Fantasy,ONA,"Dec 24, 2011",UNKNOWN,UNKNOWN,9158.0,11023,1,945.0,1769,23.28371028676977,2011,Dec,Winter
UNKNOWN,5.69,Sci-Fi,TV,"Jun 3, 1966 to Feb 21, 1967",UNKNOWN,Eiken,10095.0,14010,0,160.0,650,6.510063108061613,1966,Jun,Summer
UNKNOWN,5.61,Horror,OVA,"May 21, 1991 to Nov 21, 1991",Dynamic Planning,"Pierrot, D.A.S.T.",10426.0,11572,0,287.0,1439,11.770714076221733,1991,May,Summer
