Gender,Birthday,Location,Days Watched,Watching,Completed,On Hold,Plan to Watch,Total Entries,Rewatched,Episodes Watched,Country,ISO3_Code
Male,1990-07-12 00:00:00+00:00,CanadaBCCourtenay,179.3,5.0,302.0,41.0,69.0,426.0,3.0,10587.0,Courtenay,Invalid country name
Male,1986-08-23 00:00:00+00:00,HomeoftheEvilDead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dead,Invalid country name
Female,1993-07-29 00:00:00+00:00,dc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dc,GBR
Male,1987-11-27 00:00:00+00:00,Michigan,25.1,11.0,29.0,2.0,0.0,42.0,71.0,1383.0,USA,USA
Female,1994-04-02 00:00:00+00:00,MauiHawaii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USA,USA
Male,1988-04-11 00:00:00+00:00,Turkey,46.2,6.0,34.0,5.0,44.0,92.0,18.0,2747.0,Turkey,Invalid country name
Male,1991-06-26 00:00:00+00:00,Newyork,75.3,10.0,64.0,4.0,8.0,86.0,74.0,52719.0,Newyork,Invalid country name
Male,1988-10-17 00:00:00+00:00,WalesUnitedKingdom,0.7,0.0,3.0,0.0,0.0,3.0,0.0,39.0,Kingdom,BEL
Male,1988-01-25 00:00:00+00:00,BCCanada,157.2,1.0,510.0,0.0,0.0,511.0,34.0,9226.0,Canada,CAN
Male,1981-08-10 00:00:00+00:00,BagumbayanTaguigCityPhilippines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Philippines,PHL
Male,1988-10-28 00:00:00+00:00,NewYork,151.1,6.0,692.0,81.0,111.0,1050.0,1.0,8847.0,GBR,GBR
Male,1986-04-04 00:00:00+00:00,ThecityThatdoessleep,354.4,25.0,485.0,25.0,296.0,839.0,615.0,20526.0,Thatdoessleep,Invalid country name
Female,1985-03-30 00:00:00+00:00,FadingAway,23.0,1.0,96.0,2.0,65.0,164.0,0.0,1350.0,Away,ZWE
Female,1989-04-21 00:00:00+00:00,marikinaphilippines,1.6,0.0,0.0,2.0,1.0,3.0,2.0,100.0,marikinaphilippines,Invalid country name
Female,1993-01-28 00:00:00+00:00,solleftearing,9.4,15.0,15.0,6.0,15.0,54.0,0.0,564.0,solleftearing,Invalid country name
Male,1990-12-19 00:00:00+00:00,StokeOnTrentEngland,75.0,13.0,132.0,1.0,27.0,184.0,6.0,4517.0,England,GBR
Male,1988-07-26 00:00:00+00:00,ApriliusOne,168.1,13.0,434.0,16.0,4.0,486.0,76.0,10046.0,One,GAB
Female,1993-03-01 00:00:00+00:00,lincolnDelaware,1.3,0.0,1.0,0.0,1.0,2.0,2.0,115.0,USA,USA
Male,1988-05-30 00:00:00+00:00,Indiana,85.7,27.0,268.0,7.0,70.0,375.0,5.0,5062.0,Indiana,USA
Male,1990-10-16 00:00:00+00:00,BangkokThailand,19.2,6.0,11.0,0.0,0.0,17.0,14.0,1161.0,Thailand,THA
Male,1989-10-07 00:00:00+00:00,Poland,19.4,1.0,18.0,0.0,2.0,21.0,18.0,1175.0,Poland,POL
Male,1985-04-15 00:00:00+00:00,KarlovacCroatia,5.4,1.0,4.0,0.0,0.0,5.0,10.0,290.0,Croatia,HRV
Female,1991-10-01 00:00:00+00:00,MoscowRussia,103.5,39.0,102.0,7.0,50.0,213.0,84.0,6632.0,Russia,RUS
Male,1991-03-12 00:00:00+00:00,Poland,64.9,3.0,113.0,1.0,7.0,127.0,25.0,3858.0,Poland,POL
Male,1984-10-06 00:00:00+00:00,NetherlandsLeidschendam,238.0,36.0,772.0,6.0,29.0,848.0,1.0,14314.0,Leidschendam,Invalid country name
Male,1989-04-13 00:00:00+00:00,LosAngelessomethingofthesort,21.0,1.0,13.0,0.0,0.0,14.0,56.0,1241.0,PHL,PHL
Female,1987-06-30 00:00:00+00:00,WellingtonNZ,0.2,5.0,1.0,4.0,3.0,14.0,0.0,13.0,NZL,NZL
Male,1990-11-03 00:00:00+00:00,PalmdaleCalifornia,82.2,5.0,209.0,8.0,89.0,367.0,59.0,4715.0,USA,USA
Female,1989-12-01 00:00:00+00:00,meinkampfychair,12.5,0.0,43.0,14.0,11.0,77.0,1.0,836.0,meinkampfychair,Invalid country name
Male,1985-09-03 00:00:00+00:00,Sinsheim,12.4,0.0,33.0,0.0,0.0,33.0,0.0,752.0,Sinsheim,Invalid country name
Female,1993-07-30 00:00:00+00:00,PittsburghPA,6.3,0.0,2.0,2.0,1.0,5.0,3.0,380.0,USA,USA
Male,1987-11-11 00:00:00+00:00,ClaremontNewHampshire,57.6,6.0,78.0,0.0,0.0,84.0,38.0,3384.0,Hampshire,GBR
Male,1990-09-17 00:00:00+00:00,LithuaniaVilnius,146.7,0.0,713.0,107.0,58.0,888.0,37.0,8531.0,Vilnius,LTU
Female,1981-05-22 00:00:00+00:00,texas,4.8,0.0,3.0,0.0,0.0,3.0,8.0,286.0,texas,USA
Female,1995-08-06 00:00:00+00:00,sumtersc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sumtersc,Invalid country name
Male,1990-07-01 00:00:00+00:00,everywhere,115.1,5.0,140.0,7.0,3.0,155.0,10.0,6842.0,everywhere,Invalid country name
Female,1992-03-11 00:00:00+00:00,SanAntonioTexxas,255.1,3.0,5.0,0.0,0.0,8.0,240.0,15456.0,Texxas,Invalid country name
Male,1983-09-16 00:00:00+00:00,GrimstadNorway,133.3,11.0,161.0,3.0,22.0,213.0,33.0,8020.0,Norway,NOR
Female,1993-08-20 00:00:00+00:00,philippines,0.9,1.0,1.0,0.0,0.0,2.0,0.0,52.0,philippines,PHL
Male,1984-01-07 00:00:00+00:00,middleofnowhereXD,2.1,0.0,4.0,5.0,2.0,11.0,0.0,124.0,middleofnowhereXD,Invalid country name
Female,1993-10-15 00:00:00+00:00,Pennsylvania,2.5,6.0,4.0,2.0,1.0,13.0,0.0,151.0,USA,USA
Male,1991-06-09 00:00:00+00:00,AucklandNewZealand,7.5,0.0,8.0,4.0,26.0,38.0,3.0,456.0,Zealand,NZL
Female,1983-10-29 00:00:00+00:00,AustriaVienna,93.0,18.0,209.0,18.0,135.0,395.0,0.0,5488.0,AUT,AUT
Male,1985-11-11 00:00:00+00:00,SebringFl,71.5,1.0,77.0,6.0,19.0,107.0,204.0,4522.0,Fl,ISL
Male,1988-12-15 00:00:00+00:00,CornerBrookNLCanada,1.1,0.0,4.0,0.0,0.0,4.0,2.0,68.0,Canada,CAN
Male,1981-07-21 00:00:00+00:00,Hungary,241.1,0.0,1700.0,16.0,0.0,1727.0,0.0,15268.0,Hungary,HUN
Female,1992-06-27 00:00:00+00:00,RotherhamEngland,39.6,4.0,86.0,1.0,22.0,113.0,1.0,20091.0,England,GBR
Female,1986-10-23 00:00:00+00:00,HelenaMontana,0.6,0.0,1.0,3.0,6.0,11.0,0.0,38.0,USA,USA
Male,1989-10-29 00:00:00+00:00,germany,31.7,15.0,58.0,6.0,0.0,81.0,22.0,1888.0,germany,DEU
Female,1986-02-22 00:00:00+00:00,USA,5.3,0.0,4.0,0.0,2.0,6.0,0.0,314.0,USA,USA
Male,1990-10-11 00:00:00+00:00,DoingresearchwithJiraiya,133.0,16.0,249.0,0.0,42.0,307.0,54.0,34889.0,Jiraiya,Invalid country name
Female,1986-06-06 00:00:00+00:00,TallahasseeFlorida,73.1,0.0,101.0,4.0,38.0,143.0,5.0,4364.0,USA,USA
Female,1987-07-15 00:00:00+00:00,Thewoods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thewoods,Invalid country name
Female,1986-03-28 00:00:00+00:00,NorthCarolina,2.2,0.0,3.0,0.0,0.0,3.0,6.0,112.0,Carolina,USA
Male,1985-02-08 00:00:00+00:00,Faro,26.0,6.0,25.0,0.0,2.0,33.0,0.0,1560.0,PRT,PRT
Male,1989-08-02 00:00:00+00:00,Rollingoverahillandstoppingforanapple,369.8,20.0,1324.0,12.0,41.0,1432.0,3.0,22689.0,Rollingoverahillandstoppingforanapple,Invalid country name
Female,1982-01-21 00:00:00+00:00,TampaFlorida,4.9,2.0,4.0,1.0,2.0,9.0,0.0,280.0,USA,USA
Female,1993-12-14 00:00:00+00:00,Chaleston,70.2,8.0,132.0,7.0,2.0,168.0,46.0,4028.0,Chaleston,Invalid country name
Female,1989-12-13 00:00:00+00:00,RussiaKrasnodarSochi,12.5,6.0,74.0,0.0,0.0,81.0,28.0,656.0,Sochi,Invalid country name
Male,1987-07-02 00:00:00+00:00,Finland,109.4,28.0,319.0,22.0,289.0,742.0,48.0,6546.0,Finland,FIN
Male,1987-04-13 00:00:00+00:00,Germanycologne,30.1,17.0,63.0,9.0,59.0,154.0,14.0,1802.0,Germanycologne,Invalid country name
Male,1990-09-06 00:00:00+00:00,roxanaillinoes,3.7,1.0,1.0,0.0,0.0,2.0,0.0,230.0,roxanaillinoes,Invalid country name
Female,1987-05-02 00:00:00+00:00,HuntsvilleAlabama,29.7,9.0,91.0,51.0,65.0,227.0,4.0,1702.0,Alabama,USA
Female,1985-12-17 00:00:00+00:00,LanhamMaryland,46.7,12.0,35.0,3.0,11.0,70.0,2.0,2826.0,USA,USA
Female,1994-05-02 00:00:00+00:00,SoCal,94.2,133.0,262.0,4.0,7.0,494.0,0.0,5754.0,Cal,NCL
Female,1986-11-10 00:00:00+00:00,LansingMichigan,36.6,4.0,83.0,8.0,9.0,111.0,4.0,2155.0,USA,USA
Male,1987-11-23 00:00:00+00:00,RiodeJaneiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Janeiro,BRA
Male,1986-07-20 00:00:00+00:00,makatiphilippines,3.8,0.0,5.0,0.0,0.0,5.0,5.0,223.0,makatiphilippines,Invalid country name
Male,1984-05-18 00:00:00+00:00,Beirut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beirut,Invalid country name
Female,1990-08-08 00:00:00+00:00,NovosibirskRussiaEarth,52.0,7.0,175.0,6.0,43.0,244.0,12.0,3175.0,Earth,Invalid country name
Male,1991-04-14 00:00:00+00:00,Sofia,23.1,3.0,3.0,0.0,0.0,6.0,3.0,1402.0,Sofia,BGR
Male,1994-07-01 00:00:00+00:00,CherasMalaysia,19.8,1.0,5.0,0.0,0.0,6.0,35.0,29755.0,Malaysia,MYS
Male,1988-06-16 00:00:00+00:00,SaoPauloBrazil,34.3,9.0,66.0,12.0,0.0,89.0,1.0,2020.0,Brazil,BRA
Male,1985-02-22 00:00:00+00:00,Sweden,41.5,2.0,35.0,0.0,0.0,42.0,5.0,2455.0,Sweden,SWE
Female,1985-09-21 00:00:00+00:00,DublinEire,8.3,0.0,6.0,1.0,1.0,8.0,5.0,504.0,Eire,Invalid country name
Female,1990-05-29 00:00:00+00:00,Estonia,201.5,62.0,619.0,124.0,389.0,1194.0,63.0,12546.0,Estonia,EST
Male,1988-07-28 00:00:00+00:00,PittsburghPA,27.2,8.0,57.0,1.0,0.0,75.0,14.0,1625.0,USA,USA
Male,1992-06-10 00:00:00+00:00,JenaLouisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USA,USA
Female,1992-05-20 00:00:00+00:00,tokyo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tokyo,JPN
Male,1987-03-07 00:00:00+00:00,NewYork,70.6,5.0,39.0,4.0,1.0,52.0,108.0,4112.0,GBR,GBR
Male,1985-05-28 00:00:00+00:00,Lisbon,28.7,11.0,49.0,6.0,16.0,94.0,0.0,1670.0,PRT,PRT
Female,1996-06-17 00:00:00+00:00,NorwoodMA,10.8,2.0,3.0,1.0,10.0,18.0,16.0,10538.0,USA,USA
Female,1992-12-22 00:00:00+00:00,ToledoOhio,42.9,7.0,59.0,1.0,311.0,379.0,65.0,2446.0,USA,USA
Male,1989-02-18 00:00:00+00:00,EssenGermany,85.2,6.0,156.0,0.0,69.0,232.0,5.0,5084.0,Germany,DEU
Male,1993-12-29 00:00:00+00:00,somewhere,0.3,1.0,0.0,0.0,0.0,1.0,0.0,21.0,somewhere,Invalid country name
Female,1993-10-04 00:00:00+00:00,myhouse,10.1,3.0,2.0,0.0,0.0,5.0,21.0,606.0,myhouse,Invalid country name
Male,1983-04-19 00:00:00+00:00,AgawamMassachusetts,3.0,1.0,1.0,0.0,0.0,2.0,0.0,180.0,USA,USA
Male,1979-06-03 00:00:00+00:00,PerthWesternAustralia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australia,AUS
Female,1990-04-28 00:00:00+00:00,ColoradoUnitedStatesofAmerica,7.0,11.0,7.0,0.0,15.0,33.0,1.0,415.0,America,ASM
Male,1989-08-16 00:00:00+00:00,UK,64.8,10.0,237.0,97.0,26.0,384.0,39.0,4053.0,GBR,GBR
Male,1982-09-03 00:00:00+00:00,SatildeoPauloSatildeoPaulo,31.9,2.0,118.0,0.0,26.0,146.0,0.0,1768.0,BRA,BRA
Male,1991-01-19 00:00:00+00:00,NewJersey,37.9,15.0,26.0,5.0,3.0,51.0,3.0,2282.0,Jersey,JEY
Male,1985-10-30 00:00:00+00:00,Mexico,89.4,53.0,116.0,0.0,8.0,184.0,3.0,5266.0,Mexico,MEX
Female,1988-02-27 00:00:00+00:00,AieaHawaii,49.7,9.0,35.0,8.0,2.0,55.0,68.0,2947.0,USA,USA
Female,1991-04-29 00:00:00+00:00,JakartaIndonesia,78.3,3.0,188.0,0.0,4.0,197.0,0.0,4634.0,Indonesia,IDN
Male,1992-07-29 00:00:00+00:00,PolandKaliszPoznan,773.9,33.0,3041.0,36.0,31.0,3144.0,37.0,48367.0,POL,POL
Male,1979-09-18 00:00:00+00:00,LimassolCyprus,18.6,4.0,40.0,4.0,4.0,54.0,7.0,1072.0,Cyprus,CYP
Male,1986-11-16 00:00:00+00:00,NYC,11.7,33.0,126.0,27.0,104.0,308.0,3.0,683.0,USA,USA
Female,1991-10-11 00:00:00+00:00,Germany,93.4,42.0,351.0,5.0,219.0,654.0,9.0,5868.0,Germany,DEU
Male,1989-04-19 00:00:00+00:00,MendenSauerlandGermany,9.4,2.0,34.0,6.0,0.0,43.0,0.0,544.0,Germany,DEU
Female,1992-10-17 00:00:00+00:00,Phillipines,0.4,1.0,0.0,0.0,0.0,1.0,0.0,25.0,Phillipines,Invalid country name
Male,1981-05-21 00:00:00+00:00,Tucuman,57.2,19.0,218.0,0.0,297.0,536.0,10.0,3617.0,Tucuman,ARG
Male,1987-02-28 00:00:00+00:00,Kuwait,47.7,13.0,70.0,18.0,51.0,164.0,1.0,2839.0,Kuwait,KWT
Male,1985-06-11 00:00:00+00:00,Germany,0.1,1.0,1.0,0.0,0.0,2.0,0.0,1.0,Germany,DEU
Female,1986-10-03 00:00:00+00:00,infrontofmycomputer,93.7,4.0,111.0,11.0,14.0,144.0,78.0,5602.0,infrontofmycomputer,Invalid country name
Female,1989-11-28 00:00:00+00:00,Stockholm,103.7,7.0,78.0,58.0,53.0,203.0,26.0,6280.0,SWE,SWE
Female,1991-04-30 00:00:00+00:00,HattonAlabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alabama,USA
Male,1990-11-08 00:00:00+00:00,TorontoOntario,89.3,1.0,313.0,4.0,0.0,318.0,41.0,5428.0,Ontario,CAN
Female,1991-01-26 00:00:00+00:00,Florida,9.7,3.0,30.0,16.0,11.0,84.0,0.0,558.0,USA,USA
Female,1988-09-21 00:00:00+00:00,DenmarkEurope,62.0,4.0,97.0,16.0,9.0,135.0,56.0,3678.0,Europe,Invalid country name
Male,1983-12-16 00:00:00+00:00,SanSalvadorElSalvador,83.1,8.0,259.0,13.0,38.0,320.0,1.0,4988.0,BRA,BRA
Female,1991-10-07 00:00:00+00:00,somewhere,125.5,2.0,368.0,16.0,28.0,425.0,37.0,7409.0,somewhere,Invalid country name
Male,1994-10-27 00:00:00+00:00,DABHAMSONAlabama,12.1,4.0,40.0,5.0,97.0,150.0,9.0,704.0,Alabama,USA
Male,1993-05-30 00:00:00+00:00,sanduskyOhio,10.2,1.0,8.0,0.0,0.0,9.0,6.0,616.0,USA,USA
Male,1981-03-02 00:00:00+00:00,PittsburghPA,70.6,131.0,382.0,27.0,135.0,737.0,13.0,4217.0,USA,USA
Male,1991-12-13 00:00:00+00:00,EdmontonCanada,6.0,2.0,1.0,0.0,1.0,4.0,0.0,362.0,Canada,CAN
Male,1980-04-08 00:00:00+00:00,NYCNewYork,162.0,35.0,607.0,5.0,6.0,655.0,10.0,9639.0,GBR,GBR
Male,1991-10-28 00:00:00+00:00,BostonMassachusetts,35.3,17.0,47.0,7.0,2.0,74.0,5.0,2117.0,USA,USA
Male,1978-03-14 00:00:00+00:00,EasternUSA,51.3,71.0,152.0,40.0,79.0,344.0,1.0,3157.0,USA,USA
Female,1978-12-02 00:00:00+00:00,BellevueWA,98.7,22.0,164.0,82.0,5.0,302.0,102.0,5632.0,USA,USA
Male,1990-06-08 00:00:00+00:00,Europe,77.7,2.0,191.0,0.0,0.0,193.0,0.0,4649.0,Europe,Invalid country name
Male,1986-04-21 00:00:00+00:00,Germany,232.4,4.0,588.0,1.0,11.0,671.0,125.0,13919.0,Germany,DEU
Male,1993-05-26 00:00:00+00:00,JakartaIndonesia,62.0,11.0,41.0,5.0,11.0,68.0,157.0,3740.0,Indonesia,IDN
Male,1979-05-25 00:00:00+00:00,AtlantaGeorgia,23.6,0.0,54.0,2.0,4.0,66.0,30.0,1368.0,USA,USA
Male,1983-09-21 00:00:00+00:00,Maastricht,36.9,6.0,130.0,2.0,3.0,141.0,0.0,2164.0,Maastricht,Invalid country name
Female,1992-06-22 00:00:00+00:00,Poland,121.9,4.0,326.0,4.0,7.0,350.0,0.0,7164.0,Poland,POL
Male,1990-08-12 00:00:00+00:00,WarsawPoland,23.6,5.0,83.0,2.0,159.0,270.0,1.0,1521.0,Poland,POL
Male,1986-03-06 00:00:00+00:00,England,14.3,6.0,42.0,4.0,22.0,77.0,0.0,813.0,England,GBR
Female,1991-09-04 00:00:00+00:00,Lithuania,74.6,8.0,213.0,6.0,172.0,429.0,2.0,4374.0,Lithuania,LTU
Male,1989-04-07 00:00:00+00:00,Budapest,82.8,5.0,136.0,1.0,3.0,151.0,36.0,4909.0,HUN,HUN
Male,1985-07-08 00:00:00+00:00,Michigan,143.4,12.0,366.0,1.0,0.0,379.0,19.0,8602.0,USA,USA
Male,1988-12-06 00:00:00+00:00,Israel,79.9,19.0,242.0,17.0,246.0,561.0,9.0,4919.0,Israel,ISR
Male,1992-05-07 00:00:00+00:00,AlbertaCanada,8.6,7.0,10.0,0.0,2.0,20.0,1.0,580.0,Canada,CAN
Female,1986-09-17 00:00:00+00:00,Florida,18.8,25.0,41.0,3.0,11.0,83.0,1.0,1138.0,USA,USA
Male,1989-07-27 00:00:00+00:00,NCUSA,70.8,2.0,136.0,76.0,23.0,257.0,88.0,3896.0,USA,USA
Female,1986-10-14 00:00:00+00:00,BrooklynNY,13.8,49.0,53.0,5.0,19.0,133.0,0.0,914.0,USA,USA
Female,1989-04-30 00:00:00+00:00,Poland,23.9,1.0,49.0,16.0,15.0,106.0,8.0,1386.0,Poland,POL
Female,1990-11-27 00:00:00+00:00,Texas,90.2,9.0,146.0,10.0,43.0,225.0,15.0,5403.0,USA,USA
Female,1985-11-13 00:00:00+00:00,RegensburgGermany,66.1,5.0,105.0,29.0,0.0,151.0,14.0,3887.0,Germany,DEU
Male,1990-04-12 00:00:00+00:00,Yourmom,1.0,2.0,2.0,0.0,0.0,4.0,0.0,60.0,Yourmom,Invalid country name
Female,1995-01-24 00:00:00+00:00,Israel,3.0,3.0,15.0,0.0,6.0,24.0,0.0,147.0,Israel,ISR
Female,1991-08-13 00:00:00+00:00,LaredoTX,1.6,3.0,2.0,0.0,1.0,6.0,0.0,101.0,USA,USA
Male,1991-04-14 00:00:00+00:00,Illinois,13.0,0.0,14.0,0.0,3.0,19.0,7.0,781.0,USA,USA
Male,1987-07-08 00:00:00+00:00,AquiOwO,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,AquiOwO,Invalid country name
Female,1989-11-04 00:00:00+00:00,TheLandofChocobosSiberia,0.1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Siberia,Invalid country name
Female,1984-11-02 00:00:00+00:00,Atl,130.4,70.0,149.0,63.0,214.0,513.0,103.0,7735.0,Atl,BEN
Female,1988-12-25 00:00:00+00:00,WashingtonDC,116.8,4.0,307.0,13.0,117.0,470.0,6.0,7164.0,USA,USA
Male,1989-11-02 00:00:00+00:00,SoontobeMelbournez,4.1,1.0,2.0,3.0,1.0,7.0,0.0,249.0,AUS,AUS
Male,1991-05-29 00:00:00+00:00,SydneyNSW,28.8,1.0,78.0,4.0,3.0,91.0,0.0,1735.0,AUS,AUS
Female,1974-11-26 00:00:00+00:00,DodgeCityKS,113.6,21.0,192.0,12.0,3.0,231.0,13.0,6705.0,USA,USA
Male,1989-06-14 00:00:00+00:00,HoustonTexas,41.3,2.0,44.0,7.0,2.0,55.0,26.0,2473.0,USA,USA
Male,1993-06-21 00:00:00+00:00,Canada,378.5,104.0,1686.0,31.0,90.0,2024.0,0.0,23176.0,Canada,CAN
Male,1989-06-04 00:00:00+00:00,Philippines,46.7,15.0,118.0,12.0,45.0,227.0,0.0,2791.0,Philippines,PHL
Male,1988-07-08 00:00:00+00:00,sanluisobispocalifornia,32.0,1.0,113.0,5.0,0.0,131.0,0.0,1874.0,sanluisobispocalifornia,Invalid country name
Male,1984-12-19 00:00:00+00:00,MALAYSIAN,71.0,24.0,147.0,8.0,12.0,193.0,36.0,4218.0,USA,USA
Female,1994-04-25 00:00:00+00:00,Lost,13.0,3.0,37.0,3.0,16.0,62.0,0.0,798.0,Lost,LVA
Female,1989-04-15 00:00:00+00:00,Poland,24.3,2.0,14.0,3.0,1.0,21.0,17.0,1454.0,Poland,POL
Female,1988-02-22 00:00:00+00:00,JyllandDenmark,817.1,90.0,3075.0,95.0,48.0,3328.0,0.0,51369.0,Denmark,DNK
Male,1987-04-03 00:00:00+00:00,TartuEstonia,66.3,0.0,180.0,5.0,36.0,221.0,0.0,3932.0,Estonia,EST
Male,1985-05-08 00:00:00+00:00,BandungIndonesian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indonesian,Invalid country name
Male,1990-05-04 00:00:00+00:00,VilniusLithuania,0.6,2.0,1.0,0.0,1.0,4.0,0.0,34.0,Lithuania,LTU
Male,1993-10-26 00:00:00+00:00,Israel,88.8,2.0,327.0,23.0,47.0,453.0,2.0,5362.0,Israel,ISR
Male,1990-12-05 00:00:00+00:00,RotterdamNetherlandsEurope,1.6,0.0,6.0,1.0,9.0,16.0,0.0,86.0,Europe,Invalid country name
Male,1989-02-14 00:00:00+00:00,SanFranciscoCalifornia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USA,USA
Male,1991-06-13 00:00:00+00:00,VlissingenZeeland,41.6,3.0,23.0,3.0,0.0,29.0,1.0,72610.0,Zeeland,NLD
Male,1993-07-06 00:00:00+00:00,BangaloreIndia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,India,IND
Male,1991-05-30 00:00:00+00:00,MardelPlata,34.4,17.0,52.0,6.0,58.0,136.0,1.0,2049.0,Plata,DOM
Female,1990-12-19 00:00:00+00:00,WarsawPoland,87.5,14.0,201.0,8.0,75.0,307.0,3.0,5320.0,Poland,POL
Male,1988-11-12 00:00:00+00:00,Portugal,5.3,0.0,10.0,0.0,0.0,10.0,2.0,307.0,Portugal,PRT
Female,1989-07-25 00:00:00+00:00,HamburgGermany,7.2,10.0,34.0,0.0,14.0,58.0,14.0,337.0,Germany,DEU
Male,1992-03-18 00:00:00+00:00,Bratislava,76.7,20.0,292.0,1.0,12.0,325.0,2.0,4525.0,SVK,SVK
Male,1989-10-23 00:00:00+00:00,BridgewaterNewJersey,79.5,8.0,97.0,7.0,1.0,127.0,30.0,4637.0,Jersey,JEY
Male,1983-08-06 00:00:00+00:00,Oklahoma,173.6,0.0,780.0,0.0,0.0,951.0,0.0,10270.0,USA,USA
Female,1994-07-14 00:00:00+00:00,Portugal,108.4,19.0,398.0,17.0,44.0,478.0,28.0,6979.0,Portugal,PRT
Female,1995-07-04 00:00:00+00:00,AnimeWorld,8.1,0.0,15.0,1.0,0.0,16.0,0.0,502.0,World,Invalid country name
Female,1985-04-05 00:00:00+00:00,MuncieIndiana,29.8,1.0,58.0,22.0,11.0,110.0,74.0,1781.0,Indiana,USA
Male,1990-06-02 00:00:00+00:00,NewtonMassachusetts,157.8,46.0,437.0,89.0,98.0,677.0,0.0,9487.0,USA,USA
Male,1985-02-12 00:00:00+00:00,BirminghamUK,72.8,2.0,101.0,6.0,10.0,122.0,120.0,3961.0,GBR,GBR
Male,1992-11-30 00:00:00+00:00,SuwaneeGeorgia,193.4,14.0,580.0,13.0,7.0,699.0,17.0,11839.0,USA,USA
Male,1988-04-01 00:00:00+00:00,ManausAmazonasBrasil,102.8,15.0,246.0,37.0,5.0,317.0,30.0,6071.0,Brasil,Invalid country name
Male,1985-10-24 00:00:00+00:00,AustinTX,286.2,20.0,642.0,39.0,53.0,873.0,73.0,17032.0,USA,USA
Male,1988-01-05 00:00:00+00:00,TorontoOntario,39.4,5.0,118.0,3.0,11.0,139.0,0.0,2335.0,Ontario,CAN
Female,1989-04-15 00:00:00+00:00,SanFranciscoCalifornia,26.5,83.0,55.0,1.0,88.0,227.0,0.0,1565.0,USA,USA
Female,1993-06-12 00:00:00+00:00,Fresno,0.5,1.0,1.0,0.0,10.0,12.0,0.0,30.0,Fresno,Invalid country name
Male,1985-09-10 00:00:00+00:00,KosiceSlovakia,31.7,1.0,21.0,3.0,4.0,29.0,51.0,1854.0,Slovakia,SVK
Female,1990-05-31 00:00:00+00:00,TacomaWashington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USA,USA
Male,1993-03-31 00:00:00+00:00,BartoszycePoland,98.6,3.0,334.0,20.0,126.0,533.0,4.0,5721.0,Poland,POL
Male,1973-12-06 00:00:00+00:00,FairfaxVirginia,1.1,0.0,2.0,0.0,0.0,2.0,0.0,62.0,USA,USA
Male,1988-08-27 00:00:00+00:00,Australia,382.6,2.0,787.0,0.0,8.0,797.0,10.0,22937.0,Australia,AUS
Female,1993-10-12 00:00:00+00:00,Netherlands,47.8,14.0,123.0,34.0,12.0,221.0,0.0,2854.0,Netherlands,NLD
Female,1989-08-09 00:00:00+00:00,RiminiItaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Italy,ITA
Male,1989-12-30 00:00:00+00:00,Finland,175.2,13.0,402.0,15.0,13.0,443.0,9.0,10511.0,Finland,FIN
Male,1988-05-30 00:00:00+00:00,WheelingIllinois,172.5,94.0,568.0,64.0,0.0,832.0,138.0,10198.0,USA,USA
Male,1986-08-02 00:00:00+00:00,Hudson,234.0,35.0,802.0,12.0,29.0,891.0,67.0,13774.0,Hudson,Invalid country name
Male,1988-12-17 00:00:00+00:00,EstoniaTartu,73.6,6.0,130.0,1.0,99.0,248.0,12.0,4367.0,Tartu,EST
Female,1995-12-19 00:00:00+00:00,massuchetts,3.1,5.0,2.0,0.0,1.0,9.0,0.0,187.0,massuchetts,Invalid country name
Female,1994-10-16 00:00:00+00:00,PlymouthEngland,6.2,8.0,11.0,7.0,9.0,41.0,2.0,377.0,England,GBR
Female,1984-03-13 00:00:00+00:00,GreenwoodIN,67.8,0.0,163.0,6.0,1.0,251.0,0.0,3985.0,USA,USA
Female,1985-02-03 00:00:00+00:00,Brazil,3.0,2.0,8.0,3.0,8.0,21.0,3.0,178.0,Brazil,BRA
Male,1987-06-01 00:00:00+00:00,Texas,13.0,1.0,14.0,0.0,0.0,15.0,2.0,782.0,USA,USA
