English name,Score,Genres,Type,Producers,Studios,Rank,Popularity,Favorites,Scored By,Members,Weighted_Score
Cardcaptor Sakura,8.16,"Adventure, Comedy, Drama, Fantasy, Romance",TV,"NHK, Kodansha, Sogo Vision",Madhouse,390.0,507,12789,212608.0,420586,76.24429942106295
Case Closed,8.17,"Adventure, Comedy, Mystery",TV,"Yomiuri Telecasting, TMS-Kyokuchi, Shogakukan",TMS Entertainment,382.0,653,13964,154061.0,334559,73.28115668200635
E's Otherwise,6.59,"Adventure, Comedy, Drama, Sci-Fi, Supernatural",TV,Sotsu,Pierrot,5870.0,4985,24,6890.0,16192,42.60247127049455
Eureka Seven,8.06,"Adventure, Drama, Romance, Sci-Fi",TV,"Aniplex, Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Ashi Productions, Sony Music Entertainment, Bandai Namco Games, Hakuhodo DY Media Partners, Bandai Channel, USEN",Bones,517.0,494,9028,179645.0,426718,74.5747162506399
Flame of Recca,7.34,"Action, Adventure",TV,Fuji TV,Pierrot,2345.0,2529,251,27599.0,64991,56.41249252409199
Gankutsuou: The Count of Monte Cristo,8.14,"Award Winning, Drama, Mystery, Sci-Fi, Supernatural, Suspense",TV,"GDH, TV Asahi, Media Factory, Sotsu Music Publishing",Gonzo,420.0,930,3810,72405.0,240869,66.27444929738965
Genshiken,7.63,"Comedy, Slice of Life",TV,"Genco, Lantis, Kids Station, Toshiba Entertainment",Palm Studio,1316.0,1271,1409,69849.0,174114,65.3450704122542
Girls Bravo,6.38,"Comedy, Fantasy, Romance, Ecchi",TV,"AIC, Lantis, Kadokawa Shoten, Fuji TV, Rakuonsha, KlockWorx, Happinet Pictures, Studio Jack",AIC Spirits,6982.0,1466,306,70842.0,145089,63.823191427484225
The Gokusen,7.41,"Comedy, Drama, Slice of Life",TV,"VAP, Studio Jack",Madhouse,2035.0,3104,225,20625.0,44329,53.81036534015091
Gravitation,6.93,"Boys Love, Comedy",TV,Aniplex,Studio Deen,4259.0,1729,1118,63766.0,117359,63.615043844407936
Great Teacher Onizuka,8.69,Comedy,TV,"Aniplex, Fuji TV",Pierrot,56.0,216,25287,388204.0,788251,82.38534631589589
Rave Master,7.22,"Adventure, Comedy, Fantasy, Romance",TV,"TBS, Kodansha",Studio Deen,2937.0,1965,359,40175.0,97932,59.72750291103975
Strawberry 100%,6.63,"Comedy, Romance, Ecchi",TV,Shueisha,Madhouse,5684.0,1786,245,54129.0,112888,61.69329695503834
InuYasha,7.86,"Action, Adventure, Fantasy, Romance",TV,"Yomiuri Telecasting, Shogakukan",Sunrise,794.0,233,17881,377591.0,765524,81.20235108603146
Zatch Bell!,7.54,"Adventure, Comedy, Supernatural",TV,"Yomiko Advertising, Fuji TV",Toei Animation,1575.0,1680,1210,58828.0,122070,63.64976713760263
Haré+Guu,7.81,"Comedy, Slice of Life",TV,"Bandai Visual, Sotsu",Shin-Ei Animation,907.0,3594,402,14042.0,33383,50.74566602914858
Haré+Guu Deluxe,7.79,"Comedy, Slice of Life",OVA,Bandai Visual,Shin-Ei Animation,941.0,5560,22,6665.0,12229,43.84067002741499
Ikki Tousen: Battle Vixens,6.39,Ecchi,TV,"Genco, Cosmic Ray, Eye Move, Bushiroad",J.C.Staff,6925.0,1366,418,69310.0,159045,63.635761626449806
Fighting Spirit,8.76,Sports,TV,VAP,Madhouse,40.0,369,20143,267388.0,546859,79.01652543072824
Gunparade March: A New Song for the March,6.73,"Action, Drama, Romance, Sci-Fi",TV,"Rondo Robe, d-rights",J.C.Staff,5201.0,4978,22,6031.0,16232,41.56696829444894
Gungrave,7.83,"Action, Drama, Sci-Fi",TV,Tohokushinsha Film Corporation,Madhouse,859.0,1203,2355,67771.0,183979,65.30511518601338
Golden Boy,8.04,"Adventure, Comedy, Ecchi",OVA,"KSS, Shueisha",APPP,536.0,576,5611,203863.0,374385,75.71962179753174
Bleach,7.92,"Action, Adventure, Fantasy",TV,"TV Tokyo, Aniplex, Dentsu, TV Tokyo Music, Studio Kelmadick, Shueisha",Pierrot,686.0,39,68896,1069200.0,1856976,90.88437172059422
Hellsing,7.49,"Action, Horror, Supernatural",TV,"Fuji TV, Pioneer LDC",Gonzo,1744.0,265,5922,357081.0,695560,80.24134412409221
Noir,7.29,"Action, Drama, Mystery",TV,Victor Entertainment,Bee Train,2575.0,1820,840,38723.0,109910,59.476670215181244
Someday's Dreamers,6.71,Slice of Life,TV,"Rondo Robe, Pioneer LDC, Daiei, TV Asahi Music",J.C.Staff,5295.0,4040,33,7151.0,26391,43.11245301419898
Kiddy Grade,7.19,"Action, Sci-Fi, Ecchi",TV,gimik,Gonzo,3096.0,3063,253,18814.0,45190,52.6833737368465
Love♥Love?,5.85,"Comedy, Romance, Ecchi",TV,m.o.e.,"Imagin, Studio Live",9493.0,4409,13,9526.0,21642,44.49405375300364
Mahoromatic: Automatic Maiden,7.15,"Comedy, Romance, Sci-Fi, Ecchi",TV,"TBS, Pioneer LDC","Gainax, Shaft",3278.0,2599,196,26043.0,61752,55.634422927460086
Mahoromatic ~Something More Beautiful~,7.14,"Comedy, Drama, Romance, Sci-Fi, Ecchi",TV,Pioneer LDC,"Gainax, Shaft",3347.0,3682,44,16176.0,31978,51.22385915911267
Requiem from the Darkness,7.1,"Fantasy, Horror, Mystery, Supernatural",TV,"Tokyo Movie Shinsha, RCC Chugoku Broadcasting, Toho, Tohokushinsha Film Corporation",TMS Entertainment,3551.0,3454,122,9551.0,36671,46.30652249961898
Animal Lane,7.26,"Adventure, Comedy, Fantasy",TV,"TV Tokyo, Geneon Universal Entertainment, Dentsu, TV Tokyo Music, Dentsu Tec",Gallop,2707.0,9453,14,950.0,3036,25.200790862010734
Baki the Grappler,7.47,Sports,TV,Free-Will,Group TAC,1804.0,1585,781,67296.0,130653,64.80551821992984
Beyblade,6.76,"Action, Adventure, Comedy, Sports",TV,"TV Tokyo, Yomiko Advertising, d-rights",Madhouse,5044.0,1830,380,69778.0,109314,64.21770360983065
Comic Party,6.58,"Comedy, Drama",TV,KSS,OLM,5946.0,4633,34,7899.0,19420,43.85045937018782
Crest of the Stars,7.64,"Action, Romance, Sci-Fi",TV,"Bandai Visual, WOWOW",Sunrise,1288.0,2877,451,17976.0,50991,52.823208314143024
Hoop Days,6.78,"Drama, Sports",TV,OB Planning,A.C.G.T.,4925.0,4413,46,9996.0,21602,46.30118012598337
Misaki Chronicle: Divergence Eve,6.41,"Adventure, Drama, Sci-Fi",TV,"Imagica, KlockWorx",Radix,6816.0,6826,12,2626.0,7420,33.439364203014385
Dragon Drive,6.69,"Action, Adventure, Comedy, Fantasy, Sci-Fi",TV,"Bandai Visual, Nihon Ad Systems, TV Tokyo Music",Madhouse,5369.0,4311,50,9744.0,22897,45.941994480799956
Grenadier: The Beautiful Warrior,6.69,"Action, Adventure, Comedy, Ecchi",TV,"Shochiku, Kadokawa Shoten, Toshiba Entertainment","Group TAC, Studio Live",5376.0,2770,75,25139.0,54703,54.69410337916806
.hack//Legend of The Twilight,6.56,"Adventure, Comedy, Fantasy",TV,"Bandai Visual, Yomiko Advertising",Bee Train,6013.0,2489,129,34740.0,66590,57.499982105436494
.hack//Liminality,6.59,Mystery,OVA,"Bandai Visual, Bandai, CyberConnect2",Bee Train,5862.0,3618,34,16274.0,33019,50.53940820176442
3x3 Eyes,6.71,"Action, Fantasy, Horror, Romance",OVA,"Bandai Visual, Kodansha, Streamline Pictures",Toei Animation,5269.0,3971,92,11953.0,27314,47.85642997684373
Oh! My Goddess: The Adventures of Mini-Goddess,6.89,"Comedy, Supernatural",TV,Bandai Visual,OLM,4415.0,4389,28,9904.0,21920,46.36441433684637
Ah! My Goddess: The Movie,7.54,"Comedy, Romance, Supernatural",Movie,"Bandai Visual, Pony Canyon, Kodansha, Movic, Sega, Imagine",AIC,1590.0,3195,99,22479.0,42124,54.76584989782619
Magical☆Shopping Arcade Abenobashi,7.23,"Award Winning, Comedy, Fantasy, Ecchi",TV,"Dentsu, Starchild Records, Imagica, Rakuonsha, King Records","Gainax, Madhouse",2855.0,2120,329,33902.0,86979,58.17253614941152
Adventures On Rainbow Pond,6.02,"Comedy, Fantasy",TV,Harmony Gold,Tatsunoko Production,8747.0,11661,3,551.0,1393,18.442379604449354
Akahori's Heretical Hour Love Game,6.13,Comedy,TV,"Lantis, Kadokawa Shoten, Studio Jack, NBCUniversal Entertainment Japan, Audio Tanaka, On The Run",Radix,8225.0,7459,7,1546.0,5926,28.13496664652983
A Chinese Ghost Story,6.34,"Action, Drama, Fantasy, Romance",Movie,"Polygram Japan, Film Workshop",Triangle Staff,7175.0,9362,6,1146.0,3121,25.681563387975462
Najica Blitz Tactics,5.97,"Action, Comedy, Sci-Fi, Ecchi",TV,"GDH, Media Factory, Nippon Columbia, Amber Film Works",Studio Fantasia,8982.0,5155,12,6417.0,14802,41.033315456825484
Paradise Kiss,7.85,"Drama, Romance",TV,"Aniplex, Dentsu, Fuji TV, Shodensha",Madhouse,829.0,1051,4138,93591.0,214073,68.30957171985365
Paranoia Agent,7.67,"Avant Garde, Drama, Mystery, Supernatural, Suspense",TV,"WOWOW, Asmik Ace, Tohokushinsha Film Corporation",Madhouse,1215.0,539,5297,154024.0,396950,72.69575753857376
Patlabor: The Mobile Police - The TV Series,7.67,"Comedy, Sci-Fi",TV,Tohokushinsha Film Corporation,Sunrise,1212.0,3461,414,9650.0,36549,47.11484510460745
Peach Girl: Super Pop Love Hurricane,6.94,"Drama, Romance",TV,"TV Tokyo, Marvelous, Studio Jack",Studio Comet,4215.0,1931,805,50446.0,100034,61.464561518596824
Pet Shop of Horrors,7.24,"Horror, Mystery, Supernatural",TV,"Trans Arts, TBS",Madhouse,2816.0,2523,415,30483.0,65244,57.20362893360994
Piano: The Melody of a Young Girl's Heart,5.98,"Drama, Romance, Slice of Life",TV,"animate Film, Kids Station, Pioneer LDC",OLM,8927.0,6375,13,3130.0,8755,34.419392623885514
Planetes,8.26,"Award Winning, Drama, Romance, Sci-Fi",TV,"Bandai Visual, NHK",Sunrise,279.0,919,3836,74403.0,243507,66.66096267053588
Midori Days,7.23,"Comedy, Drama, Romance, Ecchi",TV,"Bandai Visual, Lantis",Pierrot,2896.0,1341,633,87204.0,163144,66.89707424274636
Magical Circle Guru Guru,7.6,"Adventure, Comedy, Fantasy",TV,"Dentsu, Asahi Broadcasting",Nippon Animation,1380.0,5901,72,3420.0,10598,37.45127501073622
Magical Circle Guru Guru 2,7.1,"Adventure, Comedy, Fantasy",TV,"TV Tokyo, Sotsu",Nippon Animation,3538.0,8647,5,1448.0,4012,28.886695258625416
Marmalade Boy,7.44,"Comedy, Drama, Romance",TV,Asahi Broadcasting,Toei Animation,1918.0,2796,586,21244.0,53758,54.12074483957473
Mythical Detective Loki Ragnarok,7.25,"Comedy, Mystery, Supernatural",TV,"TV Tokyo, Rakuonsha",Studio Deen,2789.0,3384,178,16216.0,37978,51.387848537331905
Psychic Academy,6.19,"Comedy, Romance, Supernatural",TV,"Starchild Records, GANSIS",E&G Films,7919.0,5745,10,4645.0,11321,38.38335243919361
The Rose of Versailles,8.33,"Drama, Romance",TV,Nippon Television Network,Tokyo Movie Shinsha,220.0,2036,2840,28245.0,92385,57.79453955271823
Serial Experiments Lain,8.08,"Avant Garde, Award Winning, Drama, Mystery, Sci-Fi, Supernatural",TV,"TV Tokyo, Geneon Universal Entertainment, Genco, Pioneer LDC, TV Tokyo Music, Fujipacific Music",Triangle Staff,484.0,249,25736,279442.0,719885,78.67752552594568
Time of Shura,7.55,Action,TV,"TV Tokyo, Sotsu, Marvelous, Media Factory",Studio Comet,1560.0,4234,132,9762.0,23885,47.07578663215946
Spiral: Bond of Reasoning,7.22,"Drama, Mystery",TV,"TV Tokyo, Aniplex, Sotsu, SME Visual Works",J.C.Staff,2958.0,2862,289,22637.0,51663,54.430056506329294
Twin Spica,7.37,"Drama, Sci-Fi, Supernatural",TV,NHK,Group TAC,2188.0,5970,65,3791.0,10305,38.11852556081331
Emma: A Victorian Romance,7.62,"Drama, Romance",TV,"Pony Canyon, TBS, Toshiba Entertainment, Fuji Creative",Pierrot,1324.0,2748,319,18002.0,55765,52.812349462071
Wild Arms,6.67,"Action, Adventure, Fantasy, Sci-Fi",TV,"Aniplex, WOWOW",Bee Train,5476.0,6641,16,3045.0,7999,35.173511782100256
Bottle Fairy,6.43,"Comedy, Fantasy",TV,"Hal Film Maker, Genco, Starchild Records",Xebec,6733.0,4709,50,8026.0,18743,43.784802187615725
Magical DoReMi,7.29,"Comedy, Fantasy",TV,Asahi Broadcasting,Toei Animation,2577.0,2839,639,22963.0,52448,54.65119514443282
Ultimate Girls,5.65,"Comedy, Sci-Fi, Ecchi",TV,m.o.e.,Studio Matrix,10272.0,6189,3,3491.0,9451,34.90316615936771
Shakugan no Shana: Season I,7.45,"Action, Drama, Fantasy, Romance",TV,"Geneon Universal Entertainment, ASCII Media Works, Toshiba Entertainment, Cosmic Ray, Showgate",J.C.Staff,1869.0,388,4981,253973.0,525080,77.04537323113148
Fate/stay night,7.28,"Action, Fantasy, Romance, Supernatural",TV,"Geneon Universal Entertainment, Frontier Works, TBS, KlockWorx, Notes",Studio Deen,2612.0,162,7160,501403.0,914432,83.11336958523651
Bludgeoning Angel Dokuro-chan,6.54,"Comedy, Ecchi",OVA,"Geneon Universal Entertainment, Showgate","Hal Film Maker, Nomad",6107.0,1141,772,107344.0,193846,67.88966026370254
"Sky of Iriya, Summer of UFO",6.93,"Drama, Romance, Sci-Fi",OVA,Happinet Pictures,Toei Animation,4263.0,4126,70,10777.0,25346,47.19795025988535
I'll/CKBC,6.19,"Action, Sports",OVA,"Aniplex, SME Visual Works",M.S.C,7957.0,7750,6,2079.0,5420,30.96007238464911
Legend of Himiko,6.17,"Adventure, Drama, Fantasy, Supernatural",TV,"Rakuonsha, Studio Jack, Amuse, Hakuhodo, Mitsubishi, Panasonic Digital Contents",Group TAC,8029.0,7431,3,1922.0,5994,30.205146787430625
Agent AIKa,5.93,"Action, Adventure, Comedy, Sci-Fi, Ecchi",OVA,Bandai Visual,Studio Fantasia,9136.0,3581,51,14228.0,33700,48.32419761561504
Boogiepop Phantom,7.16,"Avant Garde, Drama, Horror, Mystery, Supernatural",TV,"VAP, Triangle Staff, d-rights",Madhouse,3225.0,1608,1030,32835.0,128799,57.78738368972715
Burn Up Excess,6.57,"Action, Adventure, Comedy, Mystery, Sci-Fi, Ecchi",TV,AIC,Magic Bus,5962.0,5784,19,4465.0,11116,38.568559161342804
Cardcaptor Sakura The Movie,7.63,"Award Winning, Comedy, Drama, Fantasy",Movie,"Bandai Visual, Shochiku, Shelty",Madhouse,1312.0,1978,185,56910.0,96711,63.45324580792479
Cardcaptor Sakura Movie 2: The Sealed Card,8.21,"Award Winning, Comedy, Drama, Fantasy, Romance",Movie,"Bandai Visual, Shochiku, Kodansha, Shelty, Amber Film Works",Madhouse,333.0,1793,438,65052.0,111999,65.36461302644683
All Purpose Cultural Cat Girl Nuku Nuku,6.74,"Adventure, Comedy, Sci-Fi",OVA,"Starchild Records, Movic","Studio Fantasia, animate Film",5119.0,5621,33,4630.0,11937,39.13954567685158
All Purpose Cultural Cat Girl Nuku Nuku Dash!,6.28,"Action, Comedy, Romance, Sci-Fi, Ecchi",OVA,Movic,Ashi Productions,7504.0,7575,7,2130.0,5694,31.31714307140296
All Purpose Cultural Cat Girl Nuku Nuku TV,6.62,"Action, Adventure, Comedy, Sci-Fi",TV,"TV Tokyo, Yomiko Advertising",Ashi Productions,5720.0,6661,12,2893.0,7938,34.63118291506291
"Elfen Lied: In the Passing Rain, or, How Can a Girl Have Reached Such Feelings?",7.14,"Drama, Horror, Supernatural, Ecchi",Special,VAP,Arms,3326.0,1173,249,111997.0,189007,69.09207776883389
Excel Saga,7.49,"Comedy, Sci-Fi",TV,Victor Entertainment,J.C.Staff,1745.0,1859,949,48003.0,106435,61.71044926238971
Mysterious Play OVA,7.14,"Adventure, Fantasy, Romance",OVA,"Bandai Visual, Movic",Pierrot,3328.0,4322,51,11968.0,22731,48.44159597797908
Step Up Love Story,6.32,"Comedy, Romance, Ecchi",OVA,Half H.P Studio,Chaos Project,7270.0,3501,60,17060.0,35680,50.58866156504192
Gantz,6.99,"Action, Drama, Horror, Sci-Fi",TV,Fuji TV,Gonzo,4033.0,626,2360,175072.0,347630,73.02130042097329
Gilgamesh,6.63,"Drama, Fantasy, Sci-Fi",TV,Kansai Telecasting,"Group TAC, Japan Vistec",5679.0,3288,180,11189.0,39999,47.13572802463629
Haibane Renmei,7.97,"Drama, Fantasy, Mystery",TV,"Kadokawa Shoten, Fuji TV, Studio Tulip",Radix,617.0,825,7306,97535.0,272068,68.83084182339852
Karas,7.37,"Action, Fantasy, Sci-Fi",OVA,Showgate,Tatsunoko Production,2193.0,2571,317,27803.0,63031,56.51816502281442
Suzuka,7.18,"Drama, Romance, Sports",TV,"Marvelous, Starchild Records, Studio Jack",Studio Comet,3141.0,1777,640,53470.0,113681,62.31612016864506
Tales of Phantasia,6.79,"Adventure, Fantasy",OVA,"Geneon Universal Entertainment, Frontier Works",Actas,4882.0,4322,48,10444.0,22724,46.719650317820104
Yu Yu Hakusho: Ghost Files,8.46,"Action, Fantasy",TV,"Yomiko Advertising, Fuji TV",Pierrot,142.0,287,21733,315654.0,654301,80.22716364799494
Escaflowne: A Girl in Gaea,7.06,"Adventure, Drama, Fantasy, Romance, Sci-Fi",Movie,Atelier Musa,"Bones, Sunrise",3729.0,2468,199,30924.0,67624,57.1037789926651
Ai Yori Aoshi: Enishi,7.12,"Comedy, Drama, Romance",TV,"Geneon Universal Entertainment, Rondo Robe, Movic, Cosmic Ray",J.C.Staff,3452.0,2692,82,32121.0,58056,57.53262955632418
Gantz: Second Stage,7.03,"Action, Drama, Horror, Sci-Fi",TV,Fuji TV,Gonzo,3884.0,1373,444,95954.0,158254,67.52101682023277
Banner of the Stars,7.67,"Action, Romance, Sci-Fi",TV,"Bandai Visual, WOWOW",Sunrise,1219.0,3622,274,14218.0,32911,50.69365377502831
Banner of the Stars II,7.8,"Action, Romance, Sci-Fi",TV,"Bandai Visual, WOWOW",Sunrise,928.0,4293,117,11541.0,23125,48.922528795027276
Banner of the Stars III,7.65,"Action, Romance, Sci-Fi",OVA,Bandai Visual,Sunrise,1262.0,4863,56,8878.0,17313,46.32075555064376
Outlaw Star,7.84,"Action, Adventure, Comedy, Sci-Fi",TV,"Sotsu, Victor Entertainment",Sunrise,835.0,1427,2093,61711.0,150475,64.45188487998016
Samurai X: Reflection,7.97,"Drama, Romance",OVA,SME Visual Works,Studio Deen,626.0,2182,366,45247.0,81858,61.73804708570315
Bastard!!,6.68,"Action, Adventure, Comedy, Fantasy, Ecchi",OVA,Shueisha,AIC,5428.0,3231,146,17706.0,41181,51.44345538273745
Blood: The Last Vampire,6.88,"Award Winning, Horror, Supernatural",Movie,"Aniplex, Sony Interactive Entertainment, Information-technology Promotion Agency",Production I.G,4492.0,1850,245,58156.0,107299,62.6977597962653
Detective School Q,7.73,"Comedy, Drama, Mystery",TV,"Group TAC, Kodansha",Pierrot,1059.0,3567,254,13916.0,34160,50.56735188861193
Final Fantasy VII: Last Order,7.3,"Action, Adventure, Drama, Fantasy, Sci-Fi",Special,"Sony Pictures Entertainment, Square Enix",Madhouse,2530.0,2527,132,38733.0,65128,59.49171332853863
Gun x Sword,7.26,"Action, Adventure, Drama, Sci-Fi",TV,Studio Tulip,AIC ASTA,2721.0,2300,345,32635.0,75958,57.85904479491756
He is My Master,6.52,"Comedy, Slice of Life, Ecchi",TV,"Geneon Universal Entertainment, TBS, DAX Production, Memory-Tech","Gainax, Shaft",6227.0,2305,121,37835.0,75814,58.231599298624346
Mars of Destruction,2.22,"Horror, Sci-Fi",OVA,"Idea Factory, King Records, Design Factory",WAO World,12698.0,2512,295,47630.0,65622,50.40872166523318
My Neighbors the Yamadas,7.12,"Award Winning, Comedy, Slice of Life",Movie,Tokuma Shoten,Studio Ghibli,3448.0,3050,103,24750.0,45565,55.12534326058397
Porco Rosso,7.95,"Action, Adventure, Award Winning, Comedy, Drama, Romance",Movie,"Tokuma Shoten, Nippon Television Network",Studio Ghibli,648.0,956,1938,147809.0,234087,72.64651703878762
Ragnarok the Animation,6.45,"Action, Fantasy",TV,"Gonzo, Frontier Works",G&G Entertainment,6630.0,2946,118,24115.0,48600,53.97270554074952
"Ranma ½: Big Trouble in Nekonron, China",7.23,"Adventure, Comedy",Movie,Fuji TV,Studio Deen,2902.0,4425,22,11473.0,21425,48.16720716006157
Samurai Deeper Kyo,6.9,"Adventure, Comedy, Supernatural",TV,Starchild Records,Studio Deen,4400.0,2756,199,26186.0,55226,55.356326238944334
Spriggan,6.67,"Adventure, Sci-Fi",Movie,"TBS, Nichion, Toho Music",Studio 4°C,5470.0,3624,56,13367.0,32884,48.83368622096868
Dirty Pair,7.2,"Adventure, Comedy, Sci-Fi",TV,Studio Nue,Sunrise,3012.0,3789,200,6536.0,30326,42.93289350077442
Araiso Private High School Student Council Executive Committee,6.36,"Boys Love, Comedy, Sports",OVA,"Movic, Tokuma Shoten",Nippon Animation,7108.0,7036,10,3019.0,6853,34.65486484443181
Legend of the Crystals: Final Fantasy,6.11,"Action, Adventure, Comedy, Fantasy",OVA,Square Enix,Madhouse,8309.0,5100,21,6204.0,15102,40.93564786741291
Kaleido Star,7.91,"Comedy, Drama, Fantasy",TV,"Production I.G, TV Tokyo, Hal Film Maker, HoriPro, MediaNet",Gonzo,712.0,2166,1283,34821.0,82978,59.249604634307175
Kaleido Star: New Wings Extra Stage,7.47,"Adventure, Comedy, Drama",OVA,Hal Film Maker,Gonzo,1814.0,5290,12,7085.0,13914,44.01763766696238
Kaleido Star: Legend of Phoenix - The Layla Hamilton Story,7.84,"Comedy, Drama",OVA,"Hal Film Maker, GDH, MediaNet",Gonzo,851.0,5265,31,6752.0,14004,44.01950964905033
Fullmetal Alchemist: The Movie - Conqueror of Shamballa,7.52,"Award Winning, Comedy, Drama, Fantasy",Movie,"Aniplex, Square Enix, Shochiku, Mainichi Broadcasting System",Bones,1650.0,678,628,202233.0,322398,75.0280425458288
Howl's Moving Castle,8.66,"Adventure, Award Winning, Drama, Fantasy, Romance",Movie,"d-rights, Tokuma Shoten",Studio Ghibli,61.0,97,26858,866696.0,1253703,89.77018753328072
Iria: Zeiram The Animation,7.07,"Action, Adventure, Sci-Fi",OVA,Bandai Visual,Ashi Productions,3665.0,4170,123,9244.0,24615,45.96572303940464
Legend of Lemnear,5.51,"Action, Adventure, Fantasy",OVA,81 Produce,AIC,10750.0,6684,7,3447.0,7839,34.554351199064136
Magic Knight Rayearth,7.47,"Adventure, Comedy, Drama, Fantasy",TV,Yomiuri Telecasting,Tokyo Movie Shinsha,1816.0,2492,547,27916.0,66481,56.68007657473896
Perfect Blue,8.54,"Avant Garde, Drama, Horror",Movie,"Rex Entertainment, ONIRO",Madhouse,106.0,288,17801,349014.0,654258,81.24182718029176
Phantom: The Animation,6.46,"Action, Drama",OVA,KSS,Arcs Create,6560.0,5245,15,5889.0,14106,40.96884053024101
RG Veda,6.07,"Adventure, Drama, Fantasy",OVA,"KSS, Movic, Sony Music Entertainment",animate Film,8509.0,6489,12,3417.0,8376,35.3674349433505
Revolutionary Girl Utena,8.2,"Award Winning, Comedy, Drama, Fantasy, Mystery",TV,"TV Tokyo, Yomiko Advertising, SoftX, Shogakukan, Audio Tanaka",J.C.Staff,344.0,1078,7878,60940.0,207627,64.75037092829518
Revolutionary Girl Utena: The Adolescence of Utena,7.64,"Avant Garde, Drama, Fantasy, Girls Love, Romance",Movie,Audio Tanaka,J.C.Staff,1288.0,2901,603,25372.0,50422,56.00548672345534
Naruto the Movie 1: Ninja Clash in the Land of Snow,7.11,"Action, Adventure, Fantasy",Movie,"Aniplex, Bandai, TV Tokyo Music, Shueisha",Pierrot,3493.0,786,283,176117.0,286178,73.23344426494968
Please Teacher!: Secret Couple,7.28,"Comedy, Romance, Sci-Fi, Ecchi",OVA,"Bandai Visual, WOWOW, Lantis",Daume,2640.0,2985,55,28611.0,47461,56.6692456456819
Tales of Eternia,6.19,"Adventure, Comedy, Fantasy, Romance",TV,Production I.G,Xebec,7930.0,4906,15,6403.0,16940,41.347318905758
Knight Hunters Eternity,6.53,"Action, Drama",TV,"animate Film, Kids Station, Movic",ufotable,6173.0,6017,21,3719.0,10119,36.82402590481631
